"bedrooms","bathrooms","sqft_living","sqft_lot","grade","sqft_above","sqft_basement","yr_built","yr_renovated","lat","long","sqft_living15","sqft_lot15","date_month","date_day","price"
4,1.75,1680,15084,7,840,840,1979,0,47.6895,-121.912,1800,15092,"10",2,12.7367038377645
3,2.25,2730,10675,9,2730,0,1990,0,47.6289,-122.042,2770,10570,"8",22,13.4269040418477
3,1.75,1890,10292,8,1890,0,1969,0,47.535,-122.234,2630,10625,"12",8,13.5923682566493
1,1,1080,3230,6,1080,0,1963,0,47.3075,-122.217,1210,5760,"7",25,11.6262630788088
3,1.75,1440,16819,6,1440,0,1925,0,47.3318,-122.373,1560,12376,"3",10,12.4371883347397
4,2.75,2540,7210,7,1600,940,1979,0,47.4601,-122.165,1820,7766,"6",4,12.7218887958774
3,2,2300,13418,8,1430,870,1955,0,47.6075,-122.2,2140,9380,"7",3,13.3212158754924
3,2,1690,6790,7,1360,330,1979,0,47.2981,-122.38,1740,6790,"10",28,12.4090175711512
3,1.75,1800,16026,8,1390,410,1972,0,47.5815,-122.121,2210,13959,"2",5,13.1092801641961
4,2.25,1770,8505,8,1770,0,1986,0,47.6904,-122.102,1880,8939,"1",7,13.2988361969646
3,2,1190,4072,6,1190,0,1907,0,47.5276,-122.274,1680,5850,"7",1,12.4090175711512
3,1.75,1320,7200,7,1320,0,1977,0,47.7341,-122.237,1750,7260,"10",27,12.7174011428341
3,1,1290,8974,7,1290,0,1976,0,47.74,-122.173,1540,7500,"11",10,12.8293363795875
4,2.5,3000,5639,8,3000,0,2008,0,47.7066,-122.115,3000,4587,"7",24,13.5409434406196
3,2.25,1358,1204,7,1358,0,2007,0,47.7054,-122.346,1358,1196,"8",26,12.6666602074286
3,1.5,1220,4080,7,1220,0,1914,0,47.5746,-122.289,1320,4080,"5",12,13.4150344839033
2,2.5,2720,26761,7,2720,0,1990,0,47.4499,-122.376,1870,12396,"11",6,13.8003979353821
3,1.5,1060,6954,6,1060,0,1983,0,47.5497,-122.355,1560,6372,"4",30,12.6443308022626
4,2.5,3020,13122,9,2540,480,1997,0,47.6989,-122.111,3020,10873,"10",15,13.5278298188449
3,2,1640,3440,7,1640,0,1987,0,47.6829,-122.097,1070,3549,"7",21,12.9190249043637
5,3.75,3870,8225,10,3870,0,1998,0,47.6078,-122.01,3600,9361,"6",17,13.7101511534169
4,2.25,2860,15054,8,1460,1400,1957,0,47.7655,-122.3,1730,18525,"1",23,13.038983942376
4,2.5,1740,6000,7,1740,0,1952,0,47.5026,-122.236,1190,6000,"3",17,12.7337583362107
3,2,1140,6000,7,1140,0,1909,0,47.637,-122.355,1260,4000,"4",13,13.399996629153
4,3,3290,10783,9,3290,0,1990,0,47.3904,-122.178,2810,10783,"4",22,13.0168939669288
3,1,1210,6000,7,1210,0,1930,0,47.4984,-122.224,1210,6000,"8",25,12.3673450484364
5,2.25,3320,13138,9,1900,1420,1964,0,47.759,-122.269,2820,13138,"1",13,13.5528475488771
2,2,1350,3900,8,1350,0,2003,0,47.7094,-122.03,1440,3900,"5",7,12.9668808110098
3,2.25,1990,7340,8,1990,0,1984,0,47.7579,-122.141,2180,11223,"5",16,13.0058318083369
4,2.5,2060,6958,7,1220,840,1974,0,47.7251,-122.168,1760,7350,"3",21,13.0433223345637
3,1,1460,6198,7,1460,0,1916,0,47.6626,-122.361,2280,5160,"5",6,13.5606195986572
4,1.75,2250,10108,8,2250,0,1967,0,47.5922,-122.118,2050,9750,"12",1,13.3129853899042
2,1,950,15996,7,950,0,1946,1995,47.4987,-121.787,950,25510,"10",16,12.1730379593973
4,2.5,3140,8060,9,3140,0,1991,0,47.3091,-122.343,3000,8060,"5",22,12.8737763691867
4,3.5,3560,6098,10,3560,0,2006,0,47.5828,-121.972,3660,6846,"7",11,13.5797894902652
2,1,1410,5000,7,940,470,1918,0,47.5531,-122.379,1450,5000,"1",30,12.9990674235007
4,2.25,2770,13500,8,2770,0,1974,0,47.543,-122.231,2300,13500,"6",13,13.6989778653032
3,1,1864,6978,7,1864,0,1958,0,47.285,-122.206,990,8000,"3",19,12.3673450484364
4,1.75,1930,6720,8,1130,800,1959,0,47.6935,-122.312,1850,6380,"12",17,13.1123150617508
4,2.5,3870,50965,10,3870,0,2007,0,47.3109,-122.045,2170,65843,"1",5,13.3046866008636
3,2,2020,5500,10,1790,230,1937,0,47.6388,-122.409,2580,5500,"6",18,14.1519835088709
3,2,1300,8400,7,1300,0,1967,0,47.368,-122.315,1300,7500,"8",26,12.4332122021697
4,2.25,3410,57063,8,2410,1000,1978,0,47.505,-122.11,2870,145490,"3",26,13.0626154961386
4,2.5,2370,41338,8,2370,0,1995,0,47.7379,-122.052,2340,46661,"3",23,13.2996740674152
5,3.5,2770,9305,9,2770,0,1985,0,47.5628,-122.114,2520,9773,"9",23,13.5973557919414
3,1.75,1250,17493,7,1250,0,1972,0,47.7613,-122.274,2180,19553,"10",13,12.7854938618783
3,2.5,1690,1689,8,1150,540,2014,0,47.5528,-121.999,1540,1689,"8",21,12.9479885614585
4,2.5,3040,35201,10,3040,0,1987,0,47.4872,-122.066,2990,35416,"11",10,13.4939283131462
3,2.5,2710,5733,7,2710,0,2003,0,47.3357,-122.171,2720,5733,"2",9,12.5245300130057
3,2.25,1190,13630,7,1190,0,1984,0,47.4813,-121.735,1630,14405,"9",25,13.0058318083369
3,2.5,2300,27566,9,2300,0,1995,0,47.7369,-121.96,2480,16650,"9",12,13.1421679654829
4,1,1360,13372,7,1360,0,1955,0,47.7622,-122.263,1540,10283,"5",27,12.7068509637411
3,1,1500,5605,6,750,750,1942,0,47.5456,-122.359,1050,9100,"8",18,12.5061809416774
4,2,1610,4770,7,1230,380,1941,0,47.5333,-122.381,1180,6120,"4",3,13.1123150617508
4,1.75,1420,10300,7,1420,0,1950,2001,47.3121,-122.215,1420,10300,"3",6,12.3238601256211
3,1.5,1750,5400,7,1050,700,1952,0,47.6799,-122.279,1750,5400,"5",4,13.4821739999603
3,2.5,1510,6095,7,1510,0,1991,0,47.3498,-122.037,1520,6000,"10",14,12.4684407561441
4,2.5,2330,9928,8,2330,0,1998,0,47.4836,-121.783,2430,8175,"6",9,13.0626154961386
5,3.5,2690,4800,8,1930,760,1919,1984,47.5592,-122.269,2080,4900,"2",26,13.4444483258478
5,1.5,1700,7200,7,1700,0,1937,0,47.7614,-122.203,1460,7194,"4",28,13.214032390746
3,1,1020,5410,7,880,140,1928,0,47.6924,-122.31,1580,5376,"7",26,13.1323156884536
3,1,1160,11799,7,1160,0,1966,0,47.7263,-122.229,1220,10500,"12",17,12.6915835382302
4,2.25,2450,34092,8,2450,0,1980,0,47.5751,-122.049,2410,35378,"11",5,13.4327864031002
3,2.25,2010,10760,8,2010,0,1985,0,47.7276,-122.103,2240,9357,"6",17,13.3129853899042
2,1.75,1370,4495,8,1370,0,1975,0,47.3794,-122.317,1370,4686,"5",5,12.5288841405156
3,1,1370,4040,7,1370,0,1906,0,47.6867,-122.354,1220,3030,"7",24,13.180634172319
3,3,1990,9600,7,1440,550,1988,0,47.3499,-122.296,1670,9600,"9",2,12.4090175711512
4,2.5,2790,45902,9,2790,0,1987,0,47.7674,-122.086,2890,42421,"6",3,13.3923157026587
2,1,780,6727,6,780,0,1939,0,47.4733,-122.281,1860,10124,"10",15,12.309986615445
4,2,2240,4508,8,1340,900,1926,0,47.5096,-122.25,1930,5250,"4",29,13.0519430590282
3,2,2210,6387,8,2210,0,2003,0,47.265,-122.302,2570,6497,"2",13,12.856184446339
4,1,1390,4240,7,1050,340,1924,0,47.6596,-122.338,1810,4240,"5",5,13.3955930147232
3,2,1800,43995,8,1800,0,1988,0,47.7585,-122.022,2290,51400,"3",12,13.197472705177
6,3,3320,15600,8,1660,1660,1977,0,47.2983,-122.166,2330,15360,"9",5,12.899222326087
4,2.5,1960,11600,6,980,980,1931,0,47.2898,-122.222,1160,7685,"6",20,12.2783979582618
2,1,850,2850,7,850,0,1927,0,47.6875,-122.309,1450,4015,"11",24,13.1001198134447
4,2.5,2980,12764,10,2980,0,1994,0,47.5857,-122.027,3080,9810,"11",5,13.3831895365171
4,1.75,1980,10800,8,1320,660,1953,0,47.5899,-122.173,2310,10800,"5",12,13.458837042596
2,1,790,8424,6,790,0,1953,0,47.7511,-122.352,1470,8424,"5",20,12.5006099173189
3,2.5,1800,5001,7,1800,0,1996,0,47.7126,-122.231,2106,5618,"6",10,13.1519241213916
4,2,2260,10800,9,2260,0,1978,0,47.6124,-122.153,2650,9900,"2",23,13.4371755770973
2,1.5,800,2142,7,800,0,2006,0,47.5917,-122.297,1320,2742,"10",16,12.6280703342727
4,2,2490,4600,8,2090,400,1926,0,47.6557,-122.278,2910,5000,"1",12,13.7642183162077
4,2.5,1610,4568,7,1610,0,2006,0,47.3351,-122.289,1834,4604,"3",26,12.5862233644516
4,1.75,1850,7730,7,1100,750,1956,0,47.7481,-122.355,2260,8581,"8",14,12.5061809416774
4,1.75,1850,7730,7,1100,750,1956,0,47.7481,-122.355,2260,8581,"12",4,13.0170050839663
4,1,1920,6480,7,1920,0,1920,0,47.6897,-122.374,1600,6470,"10",27,13.1900238950353
3,2.5,1740,3082,8,1740,0,2000,0,47.5489,-122.006,1910,3075,"3",6,13.2176753753888
3,2.25,1430,2003,8,980,450,1996,0,47.5908,-122.292,2210,4000,"6",24,13.0335343494877
3,1.5,1420,8580,6,1420,0,1962,0,47.3076,-122.362,1200,8580,"5",6,11.8240872195876
3,1.5,1420,8580,6,1420,0,1962,0,47.3076,-122.362,1200,8580,"10",8,12.319838735162
3,2.5,1560,10608,7,1560,0,1994,0,47.3572,-122.161,1360,10608,"9",22,12.4450934830008
4,2.25,2030,13500,7,1230,800,1963,0,47.4596,-122.066,1830,13800,"6",11,12.7218887958774
5,2.5,3280,6553,9,3280,0,2012,0,47.475,-121.737,3360,7242,"4",2,13.2962343281954
3,1.75,1360,18123,8,1360,0,1983,0,47.4716,-121.756,1570,16817,"8",27,12.7656912906044
3,1,1180,9832,7,1180,0,1970,0,47.3845,-122.085,1220,9894,"9",16,12.0432654391905
3,2.5,1940,10800,8,1340,600,1979,0,47.7471,-122.075,2080,9600,"10",6,12.9773399174901
2,1.75,1300,4000,7,1300,0,1948,0,47.6687,-122.288,1350,4013,"5",20,12.9945322786191
3,2.25,1650,3788,7,1650,0,1985,0,47.3908,-122.167,1510,3994,"9",18,12.3618106363411
3,1.5,1140,3292,7,1140,0,1988,0,47.5701,-122.017,1150,3592,"11",14,12.6443308022626
3,2.5,2540,6762,10,2540,0,1998,0,47.6239,-122.144,2870,6631,"4",2,13.5076271387383
4,2.75,3440,8150,10,3440,0,2014,0,47.5168,-122.189,2560,8315,"12",17,13.5008011829866
3,1.75,1800,9000,7,1200,600,1961,0,47.4932,-122.278,980,6000,"10",24,12.4568352549204
2,2.25,1260,1240,8,1260,0,2004,0,47.6531,-122.352,1330,1300,"5",19,13.0919062317732
4,2.25,2370,6000,8,1440,930,1959,0,47.7023,-122.388,3280,8843,"6",19,13.7090394258002
3,1,1520,8055,7,1520,0,1952,0,47.7222,-122.305,1560,8160,"11",18,12.5389706450265
4,2,1750,7245,7,1050,700,1974,0,47.3164,-122.196,1640,7245,"12",11,12.3238601256211
3,1.5,2680,4775,8,1880,800,1913,0,47.6333,-122.347,2280,5947,"6",25,14.119312750303
3,2.5,1590,4242,7,1590,0,2000,0,47.5309,-121.876,1590,3702,"8",11,12.779875885355
4,1.75,1560,8700,7,1560,0,1967,0,47.7274,-122.181,2080,8000,"5",2,12.8544865466244
3,2.5,2000,9669,8,2000,0,1992,0,47.1964,-122.009,1930,9202,"11",7,12.6896123720479
3,1.75,2380,10450,8,2380,0,1966,0,47.3143,-122.37,2320,8500,"3",24,12.6603310924059
2,1,2230,11472,7,2230,0,1951,0,47.7372,-122.35,1870,8649,"7",16,12.9621969726666
5,2.5,2820,6305,8,2820,0,2003,0,47.2616,-122.296,2610,6306,"4",6,12.8866435755256
3,1,1570,9650,5,1570,0,1922,0,47.3531,-121.982,1330,9650,"11",21,12.2673793875909
3,3,1845,5100,8,1845,0,1947,0,47.5204,-122.208,2100,7650,"10",9,13.1421679654829
2,1,830,9000,6,830,0,1939,0,47.3813,-122.243,1160,7680,"9",15,11.3504183001091
2,1,830,9000,6,830,0,1939,0,47.3813,-122.243,1160,7680,"12",30,12.3673450484364
4,2.5,2030,5754,8,2030,0,2001,0,47.3542,-122.137,2030,5784,"4",8,12.5947340251467
3,2.5,1430,2200,7,1430,0,1910,0,47.6601,-122.331,1740,4275,"8",10,13.4870092687662
3,1,1510,6083,6,860,650,1940,0,47.6966,-122.324,1510,5712,"5",6,12.6569922017578
3,1,1510,6083,6,860,650,1940,0,47.6966,-122.324,1510,5712,"10",8,12.9360362088485
3,1.75,1610,12247,8,1610,0,1981,0,47.4476,-122.124,2010,9271,"5",19,12.6280703342727
3,1.5,1600,4128,8,1250,350,1906,0,47.6122,-122.297,1540,3976,"10",1,13.3455085287173
3,1,1420,11040,7,1420,0,1961,0,47.5969,-122.14,1530,8208,"4",14,13.1021627109011
3,2,1660,8641,8,1660,0,1987,0,47.3663,-122.088,1490,8641,"7",22,12.5059957400293
5,4,4230,27295,8,3230,1000,1949,1985,47.6803,-122.214,2660,27295,"8",13,14.8087627013449
4,3,3310,4500,9,2910,400,1900,0,47.6594,-122.345,1440,3750,"8",13,13.6279766403893
4,2.5,2470,77550,7,2470,0,1987,0,47.5888,-122.011,2490,40894,"8",29,13.3613818526767
3,1,1040,9750,7,1040,0,1959,0,47.4553,-122.274,1510,11100,"3",12,12.2899587272015
4,1.75,1850,7350,7,1050,800,1965,0,47.3413,-122.277,1450,7250,"7",16,12.5061809416774
3,3,4610,8400,8,2790,1820,1947,1999,47.5854,-122.292,2160,5000,"9",26,14.0346468910935
4,2.5,2480,5100,8,2480,0,2007,0,47.7383,-121.969,2270,5115,"1",27,13.0815434662152
3,1.75,2130,6500,8,1170,960,1954,0,47.6424,-122.386,2020,5000,"5",6,13.2621270589084
4,2.75,2350,5589,7,2350,0,2001,0,47.5098,-122.155,2014,6365,"11",3,12.9644245315276
3,1,920,7314,6,920,0,1960,0,47.2892,-122.22,1010,7420,"9",5,11.7360770162524
3,1,920,7314,6,920,0,1960,0,47.2892,-122.22,1010,7420,"3",16,12.2452981663642
4,2,1780,10622,7,900,880,1976,0,47.4573,-122.158,1550,8900,"9",24,12.6915835382302
7,4,2690,10880,8,2690,0,1960,0,47.6787,-122.168,1840,10836,"9",22,13.2999370139758
4,2.5,3010,3120,8,3010,0,2006,0,47.5539,-121.996,2140,3840,"1",7,13.4990530829999
5,2,3180,10800,8,1910,1270,1968,0,47.6354,-122.103,2440,9750,"8",18,13.4702007851042
4,3,4120,14021,11,4120,0,2005,0,47.5985,-122.026,4390,14684,"7",23,14.0778755916622
3,1,1280,11625,7,1280,0,1977,0,47.6827,-122.059,1320,10875,"4",24,12.9116448152214
4,2.75,1690,6090,7,1400,290,1945,0,47.6814,-122.269,1820,6090,"10",28,13.2176753753888
4,2.5,2320,5375,7,2320,0,2006,0,47.5415,-121.883,2060,5395,"4",9,13.0192248357773
5,3.75,3090,7415,8,3090,0,2014,0,47.435,-122.329,2790,7425,"6",19,13.2002517661984
5,3.5,5050,16500,11,5050,0,2001,0,47.5863,-121.967,4570,16500,"10",7,13.8402041461639
4,1,1640,10455,7,950,690,1963,0,47.2974,-122.366,1360,9750,"11",25,12.2922549289167
4,2.25,2170,7007,8,1540,630,1974,0,47.672,-122.169,2040,7700,"10",20,13.2392589082337
4,2.5,3140,94525,8,2280,860,1977,0,47.4155,-122.163,1910,14300,"8",12,12.9029653030259
2,1,1090,9994,7,1090,0,1954,0,47.4761,-122.287,1090,11700,"11",12,12.1894400882483
3,1.75,1930,10183,8,1480,450,1975,0,47.5624,-122.135,2320,10000,"8",22,13.275944180597
5,2.5,2100,17825,7,1400,700,1974,0,47.3094,-122.191,2200,14602,"12",4,12.644008170618
4,3,3110,18843,9,3110,0,1995,0,47.4619,-122.154,3080,14735,"10",16,13.0919062317732
3,1,930,3348,6,930,0,1926,0,47.5532,-122.277,1210,3348,"4",24,13.0497948351048
4,2.25,2050,8372,8,2050,0,1984,0,47.7234,-122.107,2010,8037,"8",12,13.2963183651986
3,1,1160,7560,6,1160,0,1958,0,47.45,-122.179,1160,7560,"7",18,12.4450934830008
3,2.75,1820,9490,7,1820,0,1994,0,47.7481,-122.178,1950,8851,"10",30,13.0990967975458
4,2.5,2110,8990,8,2110,0,1977,0,47.4457,-122.127,2040,8800,"10",27,12.4684407561441
2,1,870,8487,6,870,0,1944,0,47.4955,-122.239,1350,6850,"1",2,12.0197490914169
2,1.5,1080,6760,6,1080,0,1923,0,47.7008,-122.386,2080,5800,"11",7,12.9945322786191
3,2,1260,7560,6,1260,0,1943,0,47.7225,-122.351,1260,7595,"2",2,12.8346839716157
2,1,900,4800,6,780,120,1944,0,47.6575,-122.4,1270,5520,"2",25,13.1796903325959
2,1,750,6439,6,750,0,1934,0,47.6995,-122.354,1470,6374,"10",14,12.7308041330407
3,2.25,1800,15903,8,1340,460,1986,0,47.3813,-122.043,2000,15233,"3",16,12.7237378261109
4,2.25,2220,15232,9,1690,530,1978,0,47.7449,-122.103,2110,15280,"2",5,13.0476419863785
2,1,1390,7740,6,1390,0,1925,0,47.5232,-122.371,1290,7740,"10",3,12.7770550169707
4,3.5,2160,3600,8,1660,500,1998,0,47.6103,-122.297,1230,3840,"8",14,13.3063518774095
3,2.25,1840,9040,8,1370,470,1979,0,47.3144,-122.339,1870,8992,"4",24,12.5602479680166
2,2,1690,4200,7,1690,0,1906,0,47.621,-122.303,1540,4200,"9",30,13.0444039980944
4,2.5,2650,10459,8,2650,0,1989,0,47.2739,-122.293,2340,8777,"7",11,12.7656912906044
4,1,1120,3844,7,1120,0,1972,0,47.7038,-122.352,1480,3844,"12",24,12.7038160692566
4,2.5,2500,11983,7,1320,1180,1984,2008,47.4292,-122.148,1460,9005,"4",11,12.6523629481535
4,2.5,2220,5338,7,2220,0,2001,0,47.4887,-122.15,2220,5338,"6",13,12.8212609873195
3,1.75,1260,12750,7,1260,0,1979,0,47.7289,-122.233,1460,7865,"3",11,12.8989722954569
3,1,1480,6550,6,1480,0,1925,0,47.5498,-122.381,1200,6550,"11",20,12.8942097968262
2,1.5,930,7400,7,830,100,1909,0,47.5691,-122.408,1920,4152,"3",4,13.2185840516736
3,2.75,2780,7200,8,1870,910,1913,0,47.5632,-122.27,1700,7200,"2",24,13.4716122159505
5,2.75,2770,7620,7,1700,1070,1965,0,47.5188,-122.348,1720,7620,"12",12,12.9042098551603
3,1.5,1530,23660,7,1530,0,1952,0,47.7467,-122.295,1800,11407,"6",26,13.0170050839663
3,2.25,2140,6720,8,1440,700,1961,0,47.6949,-122.396,2060,6720,"11",20,13.1692488716983
4,2.75,4600,322188,10,2400,2200,1989,0,47.4626,-121.739,3740,114562,"12",17,13.5923682566493
4,1,1760,8906,7,1230,530,1966,0,47.4288,-122.198,1180,10407,"9",23,12.1281165094513
4,1,1760,8906,7,1230,530,1966,0,47.4288,-122.198,1180,10407,"2",20,12.8076553722869
4,2.5,3110,11422,9,3110,0,1989,0,47.6833,-122.271,2850,7254,"9",9,13.7375500975751
3,1.75,2260,11781,8,1520,740,1968,0,47.5982,-122.128,2530,10176,"4",2,13.478639641881
3,2,1460,9759,7,1460,0,1972,0,47.6644,-122.144,1620,8421,"10",16,13.1123150617508
3,2.25,2050,6648,7,1230,820,1990,0,47.7258,-122.332,1760,7200,"4",20,13.1900238950353
4,2.5,2340,10800,8,2340,0,1953,2007,47.5715,-122.225,2650,13500,"10",24,13.6876783228174
3,1.5,1230,8056,6,1230,0,1949,0,47.4878,-122.314,850,6714,"6",16,11.9183972397228
3,2.25,1880,6565,8,1420,460,1972,0,47.6396,-122.113,2060,7280,"3",27,13.2258238891974
3,1.75,1280,3880,7,1280,0,1916,0,47.6871,-122.391,980,3880,"4",8,13.1615860136327
4,2.75,3660,5637,9,3660,0,2014,0,47.6845,-122.017,3625,5639,"8",22,13.6411464564764
3,2.5,1650,5683,7,1650,0,2003,0,47.683,-122.035,1650,4193,"8",22,13.1223653774023
2,1,1960,186872,6,1960,0,1936,0,47.2681,-122.267,1650,19200,"1",7,12.6280703342727
3,2.5,1580,2170,7,1580,0,2003,0,47.5418,-122.289,1610,1917,"8",2,12.4203812836815
4,2.5,2490,5812,8,2490,0,2000,0,47.3875,-122.155,2690,6012,"7",11,12.748981068043
4,2.5,2000,6107,8,2000,0,2003,0,47.7557,-122.221,2040,6520,"6",23,13.0388752410523
4,1.75,1550,9899,7,1550,0,1967,0,47.3583,-122.183,1500,11272,"9",15,12.3454040604591
4,2.25,2820,9602,8,1950,870,1974,0,47.5881,-122.113,2890,9602,"2",19,13.5278298188449
4,2.5,2600,9355,9,1840,760,1983,0,47.7446,-122.249,2250,7691,"10",24,13.1402052601673
4,1,2200,12137,8,1640,560,1956,0,47.7473,-122.261,3250,17153,"3",25,13.4298495477394
5,2.5,2500,7200,7,1490,1010,1977,0,47.6964,-122.12,1960,8325,"6",27,13.4022667742518
2,1,1270,1399,7,1270,0,2000,0,47.5552,-122.381,1140,1442,"11",25,12.8212609873195
4,2.75,2900,17400,8,2410,490,1978,0,47.6431,-122.108,2620,12240,"7",17,13.5734402706491
2,1,840,6720,7,840,0,1952,0,47.5707,-122.396,1250,6720,"8",18,12.779875885355
4,2,1940,6350,7,970,970,1951,0,47.6948,-122.357,960,6350,"7",31,13.0080764731522
5,3.5,3490,21780,8,3490,0,1996,0,47.6707,-122.144,3070,7829,"1",28,13.6291821845913
3,2.5,1940,8347,8,1940,0,1990,0,47.3654,-122.164,1940,7131,"10",28,12.6885018811895
4,2.25,2490,23478,8,2490,0,1981,0,47.7547,-122.094,2030,12611,"10",8,13.1223653774023
3,1,1390,9112,7,1390,0,1951,0,47.6071,-122.197,2290,9112,"10",17,13.5211408396427
4,2.5,3940,4407,8,2620,1320,1921,0,47.6374,-122.299,1790,4407,"11",10,13.9953298199616
2,2.5,1760,3710,8,1130,630,1988,0,47.7335,-122.16,1760,4200,"12",15,12.8610012106691
3,2.25,2560,8040,8,1510,1050,1958,0,47.7124,-122.303,1980,8040,"12",11,13.2445827800385
4,2.5,2300,7314,8,1420,880,1979,0,47.7671,-122.33,2010,7314,"11",19,13.0497948351048
3,3.25,1770,1977,8,1770,0,2001,0,47.7186,-122.314,1860,2210,"8",27,12.9017192000512
3,1.75,2310,11200,8,1630,680,1978,0,47.3637,-122.21,2350,13300,"6",19,12.8610012106691
3,2.5,2310,4930,8,2310,0,1989,0,47.4512,-122.208,2230,5324,"10",17,12.8866435755256
5,1.5,2000,8100,6,2000,0,1946,0,47.4945,-122.304,960,9239,"4",14,12.4090175711512
3,2,1540,3600,7,890,650,1994,0,47.6103,-122.296,1540,3600,"3",25,13.1223653774023
5,1.75,2590,6720,7,1750,840,1979,0,47.435,-122.192,1820,7521,"11",3,12.7188992659663
3,1,980,10960,7,980,0,1953,0,47.5908,-122.173,2100,10960,"5",1,13.2176753753888
3,1,1730,7950,7,1180,550,1961,0,47.3644,-122.312,1830,8890,"11",24,12.2830383162852
3,2.5,3070,5871,8,2510,560,1928,0,47.5007,-122.223,2220,4000,"10",30,12.738173341425
4,2.25,2100,12738,8,2100,0,1975,0,47.4698,-122.118,2000,12090,"8",13,12.8346839716157
3,2.75,2080,16740,8,1580,500,1966,0,47.3632,-122.324,2175,7568,"1",9,13.3046866008636
4,1.75,1890,8000,7,1250,640,1960,0,47.7576,-122.333,1870,8270,"5",15,12.8346839716157
4,1.75,2000,4000,7,1450,550,1926,0,47.5659,-122.375,1430,4000,"5",9,13.1928237049841
3,3,3030,35123,8,1760,1270,1984,0,47.4694,-122.006,2810,36205,"9",24,13.3045199205843
2,1.5,1110,3600,7,1110,0,1904,0,47.6382,-122.359,1670,5400,"3",4,13.5278298188449
3,1,1650,10075,7,1170,480,1955,0,47.7695,-122.359,1690,8125,"2",11,12.779875885355
3,2,1410,6413,7,910,500,1947,0,47.6826,-122.298,1330,6050,"7",1,13.2878795107957
2,1,2140,6000,7,1070,1070,1946,0,47.651,-122.399,1560,6000,"5",7,13.4298495477394
3,2.5,1860,11122,8,1860,0,1994,0,47.5062,-122.151,2420,8542,"10",6,12.9692145289098
2,1,1170,4080,7,1170,0,1909,0,47.6784,-122.386,1560,4586,"5",2,13.272507757003
3,1.5,980,7770,7,980,0,1968,0,47.6923,-122.201,1470,7350,"3",31,13.047210859903
5,5.5,7400,18898,13,6290,1110,2001,0,47.5431,-122.112,6110,26442,"12",12,14.9084403987298
5,1.75,1650,3000,8,1650,0,1902,0,47.5955,-122.306,1740,4000,"7",7,13.0013273063611
3,2.5,1480,7210,7,1180,300,1986,0,47.3124,-122.351,1690,7396,"9",25,12.5288841405156
5,3.5,4060,8309,9,2960,1100,2001,0,47.757,-122.228,1730,11711,"4",23,13.353476685668
3,1.75,1370,3300,7,1370,0,1927,0,47.6714,-122.32,1560,3927,"12",22,13.2533933941952
4,2.25,2480,6000,10,2380,100,1929,0,47.6392,-122.406,3030,5600,"10",13,13.7950027020528
4,2.5,2030,4080,8,1730,300,1921,0,47.6753,-122.311,1980,4080,"12",11,13.5008011829866
5,2.25,2200,9600,7,1100,1100,1963,0,47.3263,-122.364,1780,9680,"12",4,12.5004236809322
3,1.75,1770,7508,7,1270,500,1962,0,47.7354,-122.343,1690,8880,"3",4,13.1021627109011
3,2.5,2550,6240,8,1750,800,1957,0,47.6992,-122.387,2180,5200,"8",27,13.6023185751262
3,1,1250,9786,7,1250,0,1969,0,47.7622,-122.163,1660,9621,"4",30,12.7656912906044
4,1.75,2390,5880,8,1390,1000,1957,0,47.6956,-122.399,2210,6260,"10",28,13.4516685633948
4,2.5,5730,44947,11,4280,1450,1991,0,47.6052,-122.064,3310,17628,"6",12,14.0208982020211
1,1,1120,11800,7,1120,0,1950,0,47.5123,-122.331,2330,9290,"8",13,12.6441694994517
3,1,1270,8508,6,650,620,1942,0,47.4961,-122.322,1200,9415,"10",30,11.8056025415918
4,2.5,2390,9638,10,2390,0,1988,0,47.5598,-122.018,2630,9258,"11",18,13.3777820384543
3,2,1760,5488,7,1540,220,1927,0,47.6479,-122.367,1760,5943,"3",9,13.5278298188449
3,2.5,2560,3600,9,2110,450,1967,2003,47.632,-122.279,2690,4800,"10",10,14.1512689684436
4,1.75,1820,7700,7,1100,720,1955,0,47.7545,-122.357,1700,8500,"9",25,12.7510126983119
2,3.25,1840,1500,8,1840,0,2001,0,47.6595,-122.354,1910,2500,"10",8,13.3071003480694
4,2,1810,4400,8,1700,110,1909,0,47.6132,-122.292,1470,4400,"1",7,13.2621270589084
3,1.75,2470,9620,7,1570,900,1962,0,47.3996,-122.32,2600,9620,"5",21,12.9116448152214
4,2.75,2520,14021,9,2520,0,1999,0,47.7344,-121.957,2330,14007,"6",24,13.1577324517417
2,1,1600,7936,7,1600,0,1947,0,47.7411,-122.322,1580,7440,"7",17,12.4874888785461
3,1,1280,4875,6,1280,0,1969,0,47.3686,-122.081,1060,4875,"9",25,12.1007176854125
3,2.5,1590,9736,7,1590,0,1985,0,47.33,-122.278,1580,7500,"3",18,12.5602479680166
3,2.75,2000,7200,7,1000,1000,1954,2014,47.4531,-122.352,1440,7200,"3",16,12.9784953164508
3,1.75,1780,11440,8,1350,430,1977,0,47.474,-122.139,2180,11440,"2",23,12.8967192021345
3,2.5,1700,7210,7,1700,0,1966,0,47.6688,-122.161,1700,7566,"8",2,13.2445827800385
3,1.5,1970,10080,7,1970,0,1966,0,47.4703,-122.276,2240,10080,"2",24,12.9153416679916
4,1.75,1940,11500,7,1090,850,1955,0,47.5774,-122.147,1700,8360,"8",7,12.9480123712091
