"V1","V6","V10","V12","V13","V14","V15","Class"
43,590,20,306,2,-1,0,"1"
25,-559,14,189,3,-1,0,"1"
28,689,2,36,1,-1,0,"1"
36,532,29,391,1,241,1,"1"
31,442,29,355,3,258,3,"1"
31,-199,12,149,5,299,10,"1"
40,4436,13,67,2,-1,0,"1"
25,657,28,397,1,-1,0,"1"
56,0,29,83,2,-1,0,"1"
39,-96,12,38,6,-1,0,"1"
33,572,30,1296,2,-1,0,"1"
52,173,23,48,5,-1,0,"1"
39,1222,2,251,1,242,2,"1"
45,3241,12,84,2,-1,0,"1"
37,3111,21,9,3,185,2,"1"
32,883,30,59,1,-1,0,"1"
36,0,13,296,8,-1,0,"1"
29,795,10,270,2,-1,0,"1"
30,12569,18,87,1,-1,0,"1"
32,1721,19,184,2,182,2,"1"
26,682,5,166,2,-1,0,"1"
43,94,5,68,1,-1,0,"1"
33,136,18,30,2,336,13,"1"
56,549,20,181,2,-1,0,"1"
41,598,12,69,3,364,11,"1"
38,157,15,57,11,366,1,"1"
31,2010,5,15,5,261,1,"1"
58,5920,21,96,1,121,1,"1"
51,2337,25,46,4,90,7,"1"
39,1508,23,281,1,-1,0,"1"
28,118,15,376,3,368,1,"1"
26,74,16,419,2,-1,0,"1"
31,1170,20,200,4,-1,0,"1"
28,47,21,304,3,-1,0,"1"
44,759,23,397,1,-1,0,"1"
31,84,15,264,2,-1,0,"1"
39,70,31,13,11,-1,0,"1"
31,2994,10,182,1,229,2,"1"
31,527,15,98,2,359,1,"1"
53,1788,29,253,2,-1,0,"1"
59,17769,19,322,3,-1,0,"1"
46,345,4,86,1,259,3,"1"
26,159,3,589,1,-1,0,"1"
45,871,17,230,5,-1,0,"1"
33,9305,17,407,2,-1,0,"1"
27,167,8,606,2,-1,0,"1"
40,700,21,88,6,-1,0,"1"
51,540,5,124,2,-1,0,"1"
37,238,7,200,2,-1,0,"1"
33,309,15,42,4,-1,0,"1"
44,429,28,99,1,246,4,"1"
28,970,8,137,1,96,1,"1"
36,473,22,72,2,-1,0,"1"
30,-328,14,242,5,-1,0,"1"
43,0,27,25,19,-1,0,"1"
29,445,21,139,2,-1,0,"1"
45,1041,29,238,3,-1,0,"1"
26,133,25,57,3,-1,0,"1"
46,270,12,125,1,-1,0,"1"
27,2784,20,153,1,328,1,"1"
55,2990,17,83,1,-1,0,"1"
39,562,12,234,2,-1,0,"1"
36,1235,25,85,6,-1,0,"1"
50,1349,28,326,1,-1,0,"1"
43,232,8,128,8,324,7,"1"
34,303,29,50,1,195,2,"1"
55,903,14,536,3,-1,0,"1"
42,478,8,165,1,-1,0,"1"
27,133,9,338,4,-1,0,"1"
33,22,5,71,1,-1,0,"1"
26,1327,30,171,4,-1,0,"1"
32,1615,21,164,3,-1,0,"1"
45,1293,20,164,1,-1,0,"1"
53,-435,16,131,2,-1,0,"1"
34,883,3,166,2,173,3,"1"
35,1632,2,430,2,-1,0,"1"
41,96,30,136,2,-1,0,"1"
33,3605,20,308,1,-1,0,"1"
37,163,28,9,24,-1,0,"1"
59,182,12,90,1,104,2,"1"
52,371,4,50,1,208,1,"1"
31,1510,28,74,14,-1,0,"1"
37,457,1,510,3,-1,0,"1"
36,2880,12,283,1,-1,0,"1"
51,44,21,79,1,-1,0,"1"
31,210,15,166,1,-1,0,"1"
27,268,13,528,1,358,2,"1"
57,395,11,125,1,-1,0,"1"
45,0,19,416,2,-1,0,"1"
52,1319,30,37,2,-1,0,"1"
29,612,5,47,1,198,5,"1"
37,2203,5,9,8,-1,0,"1"
39,95,16,230,1,-1,0,"1"
35,4,14,88,1,-1,0,"1"
49,145,29,57,2,248,38,"1"
50,641,25,128,3,-1,0,"1"
28,25,9,618,1,-1,0,"1"
54,0,16,986,1,94,8,"1"
74,6027,14,233,2,-1,0,"1"
40,142,20,14,3,-1,0,"1"
46,0,19,161,2,-1,0,"1"
33,1021,2,734,1,-1,0,"1"
83,2619,16,181,2,-1,0,"1"
35,204,17,295,1,186,9,"1"
28,7,25,50,3,-1,0,"1"
32,35,20,96,8,-1,0,"1"
39,1509,11,248,1,-1,0,"1"
48,427,17,62,1,-1,0,"1"
30,3259,23,495,1,-1,0,"1"
26,27,15,49,3,-1,0,"1"
45,1044,3,239,8,-1,0,"1"
47,1865,8,380,3,-1,0,"1"
34,1,17,54,3,-1,0,"1"
49,221,15,305,1,-1,0,"1"
50,339,5,2,3,-1,0,"1"
30,779,4,156,2,17,3,"1"
45,22,6,276,3,-1,0,"1"
31,-204,11,429,7,-1,0,"1"
60,18,12,399,4,343,1,"1"
31,388,5,730,2,-1,0,"1"
44,576,8,128,3,-1,0,"1"
39,5848,19,55,1,-1,0,"1"
30,1013,3,24,9,-1,0,"1"
59,307,11,63,5,-1,0,"1"
34,581,29,182,1,-1,0,"1"
40,939,22,87,3,-1,0,"1"
37,3,29,88,6,-1,0,"1"
29,23,8,101,2,-1,0,"1"
30,271,15,365,1,-1,0,"1"
39,5853,21,210,2,-1,0,"1"
33,594,23,149,1,-1,0,"1"
36,-15,6,341,3,-1,0,"1"
31,2882,6,158,2,-1,0,"1"
37,1049,31,126,5,-1,0,"1"
31,783,2,221,2,272,1,"1"
33,910,20,42,1,-1,0,"1"
36,253,17,54,1,-1,0,"1"
39,4430,18,13,4,362,1,"1"
31,6413,13,517,2,-1,0,"1"
39,31,20,61,2,181,4,"1"
48,191,5,238,3,-1,0,"1"
37,764,16,108,5,-1,0,"1"
40,100,29,218,2,-1,0,"1"
56,151,3,128,1,-1,0,"1"
56,2749,17,38,1,172,2,"1"
52,0,13,179,3,257,6,"1"
32,0,21,250,2,-1,0,"1"
60,294,18,104,5,198,4,"1"
52,48,17,591,1,-1,0,"1"
33,0,21,47,2,-1,0,"1"
51,1374,30,378,1,-1,0,"1"
56,370,26,128,12,-1,0,"1"
50,1906,16,174,17,-1,0,"1"
33,0,20,210,2,-1,0,"1"
42,2869,3,440,1,-1,0,"1"
34,365,9,85,2,-1,0,"1"
26,334,19,217,1,-1,0,"1"
30,699,28,396,1,-1,0,"1"
53,1794,17,557,1,-1,0,"1"
50,203,19,265,1,127,4,"1"
59,2429,18,79,2,182,7,"1"
33,14850,5,122,5,-1,0,"1"
28,3844,3,132,2,-1,0,"1"
39,104,6,412,1,-1,0,"1"
48,479,18,533,3,-1,0,"1"
37,3777,5,206,3,-1,0,"1"
37,7100,20,757,2,-1,0,"1"
45,2702,18,110,1,-1,0,"1"
49,682,22,86,4,-1,0,"1"
28,222,20,13,5,-1,0,"1"
28,39,20,149,1,-1,0,"1"
44,447,14,106,5,-1,0,"1"
45,-1655,28,333,2,-1,0,"1"
27,2731,16,30,1,-1,0,"1"
36,1296,19,352,4,-1,0,"1"
36,17983,20,100,1,-1,0,"1"
29,577,17,501,3,331,10,"1"
45,-198,19,130,25,-1,0,"1"
41,656,6,178,1,-1,0,"1"
40,968,8,213,1,-1,0,"1"
47,72,29,278,1,-1,0,"1"
37,0,20,12,14,-1,0,"1"
36,1531,8,81,3,170,1,"1"
27,126,4,436,4,-1,0,"1"
34,-7,22,143,5,-1,0,"1"
41,1649,16,312,3,-1,0,"1"
29,166,28,108,8,-1,0,"1"
50,570,20,21,3,-1,0,"1"
23,13,27,280,3,-1,0,"1"
37,43,20,328,2,264,2,"1"
39,30,13,201,3,-1,0,"1"
25,230,30,394,14,-1,0,"1"
33,-124,17,150,2,325,1,"1"
46,567,18,142,10,-1,0,"1"
34,4535,6,54,3,-1,0,"1"
26,611,29,177,2,-1,0,"1"
40,1509,15,144,2,124,1,"1"
29,718,8,91,3,-1,0,"1"
48,105,31,111,2,-1,0,"1"
57,2,9,138,3,-1,0,"1"
35,127,20,94,2,-1,0,"1"
57,644,31,263,4,-1,0,"1"
28,1238,28,252,2,-1,0,"1"
29,1082,30,77,4,-1,0,"1"
34,177,8,500,1,-1,0,"1"
36,1797,20,185,2,-1,0,"1"
46,294,17,228,1,-1,0,"1"
36,4388,8,52,3,-1,0,"1"
44,1944,14,222,5,-1,0,"1"
43,532,9,216,2,-1,0,"1"
41,1882,29,165,2,-1,0,"1"
34,430,21,82,4,-1,0,"1"
44,-225,6,319,2,-1,0,"1"
29,-251,25,98,1,-1,0,"1"
34,402,13,813,2,-1,0,"1"
51,362,4,318,3,-1,0,"1"
35,436,28,507,1,184,4,"1"
55,0,17,285,1,-1,0,"1"
44,438,9,42,1,-1,0,"1"
30,3100,21,154,4,-1,0,"1"
35,1613,18,95,1,-1,0,"1"
37,751,2,186,4,-1,0,"1"
44,93,17,230,1,-1,0,"1"
37,189,8,148,4,-1,0,"1"
77,2123,4,141,4,-1,0,"1"
58,1464,5,53,29,-1,0,"1"
56,855,5,140,2,-1,0,"1"
59,16869,19,107,1,-1,0,"1"
50,2971,9,722,2,-1,0,"1"
42,517,31,101,7,-1,0,"1"
40,952,15,126,2,333,1,"1"
32,267,26,128,1,-1,0,"1"
57,-609,21,168,1,-1,0,"1"
43,1926,7,89,13,-1,0,"1"
41,232,8,104,3,-1,0,"1"
34,-292,11,111,2,-1,0,"1"
32,-127,30,288,4,-1,0,"1"
45,-36,28,389,4,-1,0,"1"
50,-731,15,401,4,-1,0,"1"
36,2426,20,308,1,-1,0,"1"
53,2639,11,304,4,-1,0,"1"
34,1655,28,49,2,-1,0,"1"
46,229,5,197,1,-1,0,"1"
45,358,13,134,2,-1,0,"1"
36,-94,2,185,1,252,2,"1"
34,1666,11,36,4,-1,0,"1"
46,1004,15,34,1,-1,0,"1"
55,0,5,160,1,-1,0,"1"
50,202,17,148,1,-1,0,"1"
43,620,13,46,4,-1,0,"1"
55,1097,7,191,4,-1,0,"1"
52,4493,21,268,3,-1,0,"1"
54,7010,11,275,2,-1,0,"1"
37,1784,19,19,5,-1,0,"1"
34,4447,10,75,2,-1,0,"1"
46,0,21,234,5,102,5,"1"
41,-378,5,361,1,253,2,"1"
51,1537,14,400,3,-1,0,"1"
42,-247,18,104,2,28,2,"1"
45,194,31,517,4,-1,0,"1"
35,2808,19,221,12,-1,0,"1"
54,4503,21,168,3,-1,0,"1"
54,10,18,195,4,-1,0,"1"
33,346,16,172,1,-1,0,"1"
40,1750,5,197,1,-1,0,"1"
38,299,22,200,1,-1,0,"1"
38,113,2,98,4,-1,0,"1"
46,385,29,52,4,-1,0,"1"
41,1471,18,233,2,-1,0,"1"
48,109,20,113,4,-1,0,"1"
28,1827,19,211,2,-1,0,"1"
33,61,24,286,4,-1,0,"1"
35,747,23,141,2,176,3,"1"
44,276,29,13,1,411,6,"1"
57,4168,16,47,1,-1,0,"1"
50,892,10,189,1,-1,0,"1"
35,26,2,277,2,-1,0,"1"
39,518,4,608,2,-1,0,"1"
45,561,29,340,7,-1,0,"1"
26,985,6,267,2,-1,0,"1"
47,323,30,385,1,-1,0,"1"
56,95,18,428,2,-1,0,"1"
40,552,28,761,8,-1,0,"1"
37,306,16,73,1,-1,0,"1"
49,0,3,51,9,-1,0,"1"
59,3000,6,25,1,-1,0,"1"
42,324,15,528,3,-1,0,"1"
30,2107,4,23,5,-1,0,"1"
34,945,24,181,1,-1,0,"1"
38,5506,20,74,1,-1,0,"1"
51,335,22,234,1,-1,0,"1"
39,0,20,286,4,-1,0,"1"
30,229,29,24,3,-1,0,"1"
33,92,17,63,11,-1,0,"1"
35,-225,23,183,1,-1,0,"1"
48,353,11,132,1,-1,0,"1"
38,678,18,82,2,152,1,"1"
36,-475,12,793,5,-1,0,"1"
44,0,14,388,2,-1,0,"1"
35,1417,14,65,3,-1,0,"1"
46,1227,30,135,1,-1,0,"1"
53,2262,28,116,8,-1,0,"1"
34,3486,28,23,10,-1,0,"1"
48,0,20,139,1,-1,0,"1"
56,1119,14,265,2,-1,0,"1"
35,951,19,220,2,-1,0,"1"
32,170,18,74,1,-1,0,"1"
23,3092,10,56,2,-1,0,"1"
55,3948,2,266,2,-1,0,"1"
32,-56,19,418,1,-1,0,"1"
46,1114,31,87,8,-1,0,"1"
33,-395,27,161,2,-1,0,"1"
48,957,26,198,5,-1,0,"1"
38,178,6,170,3,-1,0,"1"
56,5496,3,330,3,-1,0,"1"
37,732,25,354,1,-1,0,"1"
53,3158,31,126,23,-1,0,"1"
29,-150,6,328,1,-1,0,"1"
31,148,20,1145,4,-1,0,"1"
31,-429,18,292,3,-1,0,"1"
57,380,18,878,2,-1,0,"1"
36,671,1,161,1,457,2,"1"
59,2143,28,59,1,268,1,"1"
37,810,8,376,1,295,1,"1"
45,0,17,102,1,-1,0,"1"
37,3574,19,178,1,170,2,"1"
35,187,21,178,1,-1,0,"1"
72,588,5,66,3,-1,0,"1"
35,342,2,427,4,-1,0,"1"
28,5916,22,259,1,63,5,"1"
56,1399,12,80,4,-1,0,"1"
45,-55,16,124,1,-1,0,"1"
37,580,2,469,2,-1,0,"1"
33,79,2,674,1,-1,0,"1"
31,137,22,385,9,-1,0,"1"
40,581,15,1013,3,-1,0,"1"
30,387,8,75,1,-1,0,"1"
30,1012,17,22,3,329,1,"1"
35,219,29,161,1,-1,0,"1"
38,89,14,71,1,360,10,"1"
36,1072,12,338,2,-1,0,"1"
45,3643,21,162,1,-1,0,"1"
51,726,11,409,1,14,8,"1"
48,0,11,430,3,-1,0,"1"
35,-995,25,734,4,-1,0,"1"
26,187,9,341,1,-1,0,"1"
31,1094,12,93,8,-1,0,"1"
52,-99,26,91,3,-1,0,"1"
45,-33,28,198,3,-1,0,"1"
35,0,1,295,1,303,1,"1"
40,991,12,316,2,-1,0,"1"
52,799,21,128,2,-1,0,"1"
28,1,15,92,4,-1,0,"1"
54,3395,7,199,2,-1,0,"1"
34,-343,19,207,1,-1,0,"1"
35,458,21,1091,3,-1,0,"1"
46,107,8,109,6,-1,0,"1"
54,1037,12,612,4,-1,0,"1"
35,0,21,190,5,-1,0,"1"
33,13160,10,212,1,-1,0,"1"
43,396,11,105,3,-1,0,"1"
41,653,17,60,2,-1,0,"1"
50,-1,20,151,1,-1,0,"1"
42,0,30,351,2,-1,0,"1"
53,1014,19,59,2,-1,0,"1"
51,-28,2,220,2,-1,0,"1"
49,254,13,179,1,-1,0,"1"
48,558,25,433,6,-1,0,"1"
38,6447,12,296,1,-1,0,"1"
41,-516,8,554,3,-1,0,"1"
38,215,20,70,1,167,1,"1"
34,-16,5,78,1,-1,0,"1"
44,59,18,9,4,341,19,"1"
44,0,17,139,3,-1,0,"1"
30,0,23,40,5,-1,0,"1"
47,-401,23,78,1,-1,0,"1"
52,0,17,215,3,-1,0,"1"
39,1433,8,182,2,366,1,"1"
57,-868,23,186,1,-1,0,"1"
33,2557,18,186,1,-1,0,"1"
59,2343,5,1042,1,-1,0,"2"
56,45,5,1467,1,-1,0,"2"
41,1270,5,1389,1,-1,0,"2"
55,2476,5,579,1,-1,0,"2"
54,184,5,673,2,-1,0,"2"
42,0,5,562,2,-1,0,"2"
56,830,6,1201,1,-1,0,"2"
60,545,6,1030,1,-1,0,"2"
39,45248,6,1623,1,-1,0,"2"
37,1,6,608,1,-1,0,"2"
34,869,6,1677,1,-1,0,"2"
55,387,6,918,1,-1,0,"2"
28,5090,6,1297,3,-1,0,"2"
30,484,6,703,1,-1,0,"2"
36,368,6,1597,2,-1,0,"2"
37,245,7,732,2,-1,0,"2"
45,154,7,1138,1,-1,0,"2"
53,-291,7,591,1,-1,0,"2"
38,100,7,786,1,-1,0,"2"
30,309,7,1574,2,-1,0,"2"
29,199,7,1689,4,-1,0,"2"
46,460,7,1102,2,-1,0,"2"
31,703,8,943,2,-1,0,"2"
39,70,8,813,1,-1,0,"2"
35,3837,8,1084,1,-1,0,"2"
32,611,8,541,3,-1,0,"2"
49,-8,8,1119,1,-1,0,"2"
41,55,8,1120,2,-1,0,"2"
49,168,8,513,1,-1,0,"2"
28,785,8,442,2,-1,0,"2"
43,2067,8,756,1,-1,0,"2"
43,388,8,2087,2,-1,0,"2"
43,-192,8,1120,2,-1,0,"2"
37,381,8,985,2,-1,0,"2"
35,40,9,617,4,-1,0,"2"
31,22,9,483,3,-1,0,"2"
46,332,9,772,1,-1,0,"2"
43,3,9,929,3,-1,0,"2"
31,307,9,538,1,-1,0,"2"
28,759,9,710,1,-1,0,"2"
32,-1,9,653,1,-1,0,"2"
60,65,9,1028,2,-1,0,"2"
26,82,9,654,1,-1,0,"2"
40,10,9,1692,2,-1,0,"2"
28,-197,9,2016,2,-1,0,"2"
33,390,9,665,2,-1,0,"2"
45,101,12,460,5,-1,0,"2"
32,311,12,757,2,-1,0,"2"
35,414,13,504,4,-1,0,"2"
33,5,13,1346,1,-1,0,"2"
38,119,13,568,4,-1,0,"2"
24,-122,13,1000,1,-1,0,"2"
54,0,13,618,1,-1,0,"2"
34,383,13,2231,1,-1,0,"2"
23,4,13,395,2,-1,0,"2"
60,1262,13,1015,1,-1,0,"2"
48,1949,13,683,2,-1,0,"2"
45,-395,13,470,1,-1,0,"2"
36,1165,13,1001,4,-1,0,"2"
52,2240,13,845,1,-1,0,"2"
37,175,13,753,6,-1,0,"2"
46,369,13,916,2,-1,0,"2"
35,300,13,945,2,-1,0,"2"
43,3285,13,1721,2,-1,0,"2"
52,3923,14,942,3,-1,0,"2"
53,1443,14,476,1,-1,0,"2"
48,24,14,832,1,-1,0,"2"
41,1618,14,1553,1,-1,0,"2"
39,517,14,1328,1,-1,0,"2"
59,1521,14,1125,2,-1,0,"2"
41,2823,14,858,1,-1,0,"2"
48,1405,14,629,2,-1,0,"2"
40,1535,14,704,1,-1,0,"2"
48,1596,14,760,1,-1,0,"2"
60,1542,14,930,1,-1,0,"2"
40,3652,14,1028,2,-1,0,"2"
57,-1,14,850,2,-1,0,"2"
51,7180,14,927,1,-1,0,"2"
41,5291,14,1423,3,-1,0,"2"
41,1384,15,1162,4,-1,0,"2"
46,556,15,646,3,-1,0,"2"
52,-191,15,755,1,-1,0,"2"
43,3173,15,746,1,-1,0,"2"
59,320,15,695,1,-1,0,"2"
44,146,15,483,1,-1,0,"2"
49,716,15,1257,3,-1,0,"2"
49,341,15,520,2,-1,0,"2"
50,461,15,651,32,-1,0,"2"
40,-9,15,920,2,-1,0,"2"
41,-306,15,500,1,-1,0,"2"
44,4580,15,911,2,-1,0,"2"
60,313,15,920,2,-1,0,"2"
29,10576,15,1224,2,-1,0,"2"
41,-233,15,1156,2,-1,0,"2"
41,2453,15,1052,1,-1,0,"2"
42,1364,15,1867,6,-1,0,"2"
46,668,15,1263,2,-1,0,"2"
32,772,15,697,3,-1,0,"2"
36,281,16,515,1,-1,0,"2"
39,94,16,813,1,-1,0,"2"
33,273,16,803,1,-1,0,"2"
42,153,16,844,1,-1,0,"2"
31,144,16,676,1,-1,0,"2"
40,446,16,1252,1,-1,0,"2"
26,246,16,1143,3,-1,0,"2"
45,804,16,528,1,-1,0,"2"
31,92,16,688,1,-1,0,"2"
29,163,16,803,1,-1,0,"2"
27,1742,16,787,1,-1,0,"2"
37,49,16,619,2,-1,0,"2"
40,1758,16,1230,3,-1,0,"2"
33,-416,16,767,2,-1,0,"2"
24,409,16,912,1,-1,0,"2"
24,656,16,894,1,-1,0,"2"
50,363,16,1340,1,-1,0,"2"
27,3706,16,897,1,-1,0,"2"
54,4393,16,1297,3,-1,0,"2"
30,863,16,1193,5,-1,0,"2"
34,695,16,1064,4,-1,0,"2"
37,792,16,1187,4,-1,0,"2"
41,1020,19,882,1,-1,0,"2"
47,863,19,943,2,-1,0,"2"
31,97,19,607,1,-1,0,"2"
31,754,19,1022,4,-1,0,"2"
43,1040,19,552,3,-1,0,"2"
37,122,19,1622,2,-1,0,"2"
30,880,19,967,6,-1,0,"2"
41,501,19,579,5,-1,0,"2"
30,3291,19,1218,3,-1,0,"2"
36,4438,20,446,1,-1,0,"2"
35,0,20,1205,1,-1,0,"2"
29,271,20,1882,2,-1,0,"2"
35,102,20,1334,1,-1,0,"2"
31,2,20,182,2,-1,0,"2"
35,4170,20,1777,1,-1,0,"2"
34,85,20,1182,4,-1,0,"2"
31,431,20,1045,1,-1,0,"2"
44,982,20,650,3,-1,0,"2"
36,408,20,1063,2,-1,0,"2"
39,1022,20,1410,2,-1,0,"2"
35,4822,20,843,2,-1,0,"2"
41,1250,20,1392,2,-1,0,"2"
31,3311,20,719,1,-1,0,"2"
31,216,21,565,1,-1,0,"2"
34,1207,21,905,1,-1,0,"2"
32,791,21,783,2,-1,0,"2"
36,849,21,958,2,-1,0,"2"
30,239,21,412,1,-1,0,"2"
37,1211,21,795,1,-1,0,"2"
54,487,21,828,4,-1,0,"2"
36,599,21,649,2,-1,0,"2"
31,825,21,506,2,-1,0,"2"
27,2183,21,857,1,-1,0,"2"
34,4499,21,1681,1,-1,0,"2"
32,-198,21,681,3,-1,0,"2"
30,1289,21,1697,2,-1,0,"2"
32,4665,21,860,2,-1,0,"2"
37,3326,21,799,1,-1,0,"2"
38,622,21,611,2,-1,0,"2"
32,783,21,923,3,-1,0,"2"
33,0,21,521,3,-1,0,"2"
35,994,23,1349,8,-1,0,"2"
35,1354,23,736,2,-1,0,"2"
30,239,23,785,1,-1,0,"2"
30,278,23,1073,1,-1,0,"2"
34,2495,23,924,1,-1,0,"2"
45,-311,23,1030,1,-1,0,"2"
45,149,23,893,3,-1,0,"2"
33,1464,23,588,3,-1,0,"2"
33,3546,23,777,2,-1,0,"2"
44,5773,23,597,6,-1,0,"2"
40,278,23,1015,3,-1,0,"2"
31,2910,23,1392,2,-1,0,"2"
30,541,26,414,2,-1,0,"2"
44,1262,26,788,11,-1,0,"2"
34,-538,26,682,1,-1,0,"2"
31,747,26,543,2,-1,0,"2"
45,61,26,745,4,-1,0,"2"
37,125,26,679,2,-1,0,"2"
28,0,26,1560,2,-1,0,"2"
32,620,26,1234,3,-1,0,"2"
37,316,26,642,2,-1,0,"2"
34,2287,26,895,4,-1,0,"2"
38,198,26,431,2,-1,0,"2"
28,460,26,741,6,-1,0,"2"
31,1145,26,1272,4,-1,0,"2"
30,129,26,1446,7,-1,0,"2"
30,1265,26,414,2,-1,0,"2"
59,-22,26,748,3,-1,0,"2"
24,685,26,896,3,-1,0,"2"
26,901,26,764,2,-1,0,"2"
59,351,27,1063,5,-1,0,"2"
53,-725,27,1205,1,-1,0,"2"
30,0,27,1051,1,-1,0,"2"
28,939,27,740,1,-1,0,"2"
37,274,27,731,3,-1,0,"2"
24,2984,27,935,1,-1,0,"2"
30,-213,27,751,1,-1,0,"2"
25,97,27,709,1,-1,0,"2"
44,51,27,3094,2,-1,0,"2"
29,314,28,938,2,-1,0,"2"
26,6840,28,1560,2,-1,0,"2"
26,668,28,576,3,-1,0,"2"
27,54,28,543,2,-1,0,"2"
25,1242,28,615,2,-1,0,"2"
28,292,28,507,1,-1,0,"2"
23,665,28,1183,1,-1,0,"2"
27,294,28,694,2,-1,0,"2"
23,1129,28,806,1,-1,0,"2"
46,57,28,796,1,-1,0,"2"
23,854,28,664,2,-1,0,"2"
57,0,28,648,1,-1,0,"2"
34,1058,28,864,2,-1,0,"2"
28,949,28,1730,1,-1,0,"2"
51,606,28,560,9,-1,0,"2"
35,0,29,543,1,-1,0,"2"
35,404,29,539,1,-1,0,"2"
27,2486,29,733,1,-1,0,"2"
56,249,29,791,2,-1,0,"2"
45,3354,29,746,1,-1,0,"2"
60,0,29,1207,1,-1,0,"2"
56,589,29,535,2,-1,0,"2"
33,127,29,1059,2,-1,0,"2"
27,12956,29,789,3,-1,0,"2"
30,873,29,792,3,-1,0,"2"
45,594,29,833,2,-1,0,"2"
29,-20,29,814,2,-1,0,"2"
38,4692,29,1363,2,-1,0,"2"
34,1031,29,751,3,-1,0,"2"
30,486,29,1109,3,-1,0,"2"
44,1593,29,828,3,-1,0,"2"
36,7606,30,917,1,-1,0,"2"
40,5637,30,553,3,-1,0,"2"
38,226,30,762,3,-1,0,"2"
36,366,30,1133,2,-1,0,"2"
37,16,30,638,1,-1,0,"2"
35,565,30,763,1,-1,0,"2"
48,0,30,682,1,-1,0,"2"
38,19,30,604,2,-1,0,"2"
40,1082,30,854,2,-1,0,"2"
42,1713,30,855,2,-1,0,"2"
46,14481,30,1269,1,-1,0,"2"
35,5724,30,691,10,-1,0,"2"
34,1451,30,1097,15,-1,0,"2"
29,121,30,1500,2,-1,0,"2"
32,-34,30,1236,2,-1,0,"2"
50,3674,30,886,3,-1,0,"2"
35,698,30,1343,3,-1,0,"2"
36,4136,30,812,3,-1,0,"2"
53,2656,30,1980,2,-1,0,"2"
32,562,30,722,3,-1,0,"2"
46,2904,30,984,2,-1,0,"2"
26,1004,30,228,2,-1,0,"2"
45,410,30,891,4,-1,0,"2"
31,0,30,745,12,-1,0,"2"
29,0,30,539,12,-1,0,"2"
53,62,30,1044,5,-1,0,"2"
27,416,30,1193,2,-1,0,"2"
39,2763,2,526,2,-1,0,"2"
36,2984,2,394,1,-1,0,"2"
41,143,2,659,2,-1,0,"2"
36,0,2,1036,1,-1,0,"2"
32,696,2,815,1,-1,0,"2"
35,152,2,563,1,-1,0,"2"
36,-78,2,1068,1,-1,0,"2"
35,867,2,230,3,-1,0,"2"
30,953,2,747,2,-1,0,"2"
42,443,2,671,5,-1,0,"2"
42,-1129,2,555,5,-1,0,"2"
32,415,2,777,4,-1,0,"2"
40,1960,2,605,6,-1,0,"2"
29,260,2,707,14,-1,0,"2"
44,-411,2,432,4,-1,0,"2"
32,1279,3,1173,3,-1,0,"2"
31,86,3,963,2,-1,0,"2"
40,-754,3,941,3,-1,0,"2"
43,0,3,1025,7,-1,0,"2"
27,178,3,732,2,-1,0,"2"
37,278,3,1045,3,-1,0,"2"
23,425,3,768,1,-1,0,"2"
25,168,3,801,1,-1,0,"2"
26,-36,3,482,2,-1,0,"2"
47,126,3,2456,2,-1,0,"2"
45,1893,3,1259,6,-1,0,"2"
35,-87,3,1363,7,-1,0,"2"
32,6281,3,1336,4,-1,0,"2"
45,644,4,633,1,-1,0,"2"
24,-389,4,1242,1,-1,0,"2"
30,377,4,524,15,-1,0,"2"
33,76,4,1141,4,-1,0,"2"
29,-271,4,578,1,-1,0,"2"
38,5839,4,984,2,-1,0,"2"
23,492,4,638,1,-1,0,"2"
27,99,4,767,2,-1,0,"2"
27,-713,4,525,2,-1,0,"2"
29,32,4,563,1,-1,0,"2"
30,543,4,1449,6,-1,0,"2"
36,403,4,920,1,-1,0,"2"
27,419,4,1181,2,-1,0,"2"
35,437,4,908,1,-1,0,"2"
50,705,5,504,1,-1,0,"2"
36,1772,5,208,1,-1,0,"2"
59,0,5,812,1,-1,0,"2"
59,-88,5,910,2,-1,0,"2"
47,0,5,1446,1,-1,0,"2"
58,853,5,1149,2,-1,0,"2"
37,240,5,1123,1,-1,0,"2"
46,849,5,508,2,-1,0,"2"
43,318,5,736,2,-1,0,"2"
27,703,5,590,3,-1,0,"2"
38,61,5,636,1,-1,0,"2"
53,104,5,701,1,-1,0,"2"
47,1996,5,761,2,-1,0,"2"
56,1238,5,1558,1,-1,0,"2"
41,879,5,1053,2,-1,0,"2"
29,425,5,562,15,-1,0,"2"
35,188,5,1865,2,-1,0,"2"
38,3239,5,817,2,-1,0,"2"
50,416,5,494,5,-1,0,"2"
45,844,5,1018,3,-1,0,"2"
35,860,5,884,4,-1,0,"2"
35,1015,5,406,2,-1,0,"2"
39,1047,6,554,1,-1,0,"2"
26,639,6,709,5,-1,0,"2"
26,710,6,1276,2,-1,0,"2"
37,1508,6,381,2,-1,0,"2"
30,223,6,862,11,-1,0,"2"
38,619,6,460,4,-1,0,"2"
28,-1042,6,712,2,-1,0,"2"
54,351,6,642,2,-1,0,"2"
41,1461,6,554,2,-1,0,"2"
37,319,6,467,3,-1,0,"2"
53,480,6,648,2,-1,0,"2"
29,213,6,2653,3,-1,0,"2"
35,68,6,1085,1,-1,0,"2"
47,295,6,94,2,-1,0,"2"
28,2788,6,369,2,-1,0,"2"
