"area","rooms","bathroom","parking_spaces","hoa_.BRL.","rent_amount_.BRL.","property_tax_.BRL.","fire_insurance_.BRL.","totalBRL"
270,3,2,2,0,2350,213,42,7.86557175768479
68,2,2,1,600,4900,167,63,8.65364531455174
58,2,2,2,770,1450,NA,19,7.74500280351584
73,3,2,1,635,1600,100,21,7.76514490293613
20,1,1,0,602,1800,130,23,7.84619881549743
60,2,1,1,310,950,0,14,7.15070145759253
65,3,2,0,1000,3200,NA,41,8.40893960597598
32,1,1,0,550,1300,NA,18,7.53315880745556
80,2,2,0,650,1700,NA,22,7.81318726752142
50,1,1,0,0,650,80,10,6.60800062529609
65,2,2,1,650,2800,209,36,8.21500643276157
129,2,2,2,1200,6800,NA,100,9.02521488784949
145,2,2,1,670,4300,72,55,8.53660358493606
48,1,1,1,565,736,0,10,7.17930796950403
38,1,1,1,580,2000,100,26,7.9035962896143
520,5,5,2,1870,15000,780,200,9.78981480804755
184,3,3,1,400,1200,132,16,7.4667994750186
130,2,3,2,1600,4000,417,51,8.71094912583585
26,1,1,0,963,1500,58,20,7.8407064517494
350,7,4,2,0,8000,1250,121,9.14548179962769
38,1,1,0,210,1300,38,19,7.35755620091035
194,2,3,0,700,3310,333,49,8.38776764397578
160,3,3,2,1990,12650,360,161,9.62648162008158
32,1,1,1,197,1500,132,20,7.52294091807237
175,4,1,0,0,2146,197,33,7.77359446736019
26,1,1,1,1570,1700,223,22,8.16507925880507
66,2,1,1,340,1050,NA,14,7.28069719538474
83,3,2,1,805,3300,NA,42,8.34948434699013
50,1,1,0,360,2800,0,36,8.06996814905984
400,3,6,3,0,4780,817,72,8.6429443967218
30,1,1,1,700,3300,NA,42,8.30696586536857
92,3,2,1,1500,2000,195,26,8.2220164372022
156,7,2,1,350,2200,NA,30,7.92588031673756
150,3,4,3,2080,1980,648,26,8.46273700562018
25,1,1,0,50,550,NA,8,6.4118182677099
60,2,1,1,742,1450,236,19,7.80302664363222
40,1,1,1,600,2300,34,30,7.99463231143183
180,4,4,2,2600,2000,NA,26,8.55852705490921
230,3,2,3,0,4500,NA,68,8.50431056558522
70,2,2,0,900,1850,50,24,7.94626364358054
70,1,2,1,0,1500,125,23,7.4079243225596
380,4,4,2,0,5500,1000,83,8.79239774235691
80,2,2,2,1380,3670,163,54,8.56940606286317
66,2,2,1,536,2270,76,29,7.97659540931658
86,2,1,1,995,2500,0,32,8.16848641712668
80,3,2,1,200,1739,25,26,7.5963923040642
84,3,2,1,750,1600,109,24,7.81762544305337
262,3,5,3,2130,5525,NA,71,9.07417694716331
90,3,1,1,277,1430,NA,20,7.51043055637801
160,3,3,3,0,4500,350,74,8.50207955360619
58,2,2,1,480,2100,NA,27,7.8995244720322
165,3,3,2,1663,6000,502,77,9.01711963431323
48,1,1,0,650,1490,NA,19,7.67786350067821
112,3,2,3,0,3300,NA,50,8.12651816878071
110,3,2,2,1179,3500,205,45,8.50309426703674
72,2,2,2,568,5300,375,71,8.75068303478459
65,1,1,0,300,1800,NA,24,7.67554600253785
150,3,1,1,250,780,0,11,6.94889722231331
65,3,2,1,500,1900,29,25,7.80588204022862
90,3,1,1,350,1550,NA,23,7.56216163122565
66,2,2,0,250,1600,0,24,7.53636393840451
117,2,3,3,1500,9000,560,115,9.32197118814737
80,3,2,0,978,2870,180,37,8.31041499418829
64,2,1,0,210,900,38,12,7.05703698169789
64,1,1,0,500,1750,0,23,7.72929567431048
55,1,1,0,0,1650,0,25,7.42416528104203
70,2,1,1,400,1350,28,20,7.49498623395053
74,2,3,2,450,3200,40,41,8.22469956196723
126,3,4,1,1980,4000,NA,51,8.75479176370003
480,4,5,3,0,15000,742,226,9.67852985665631
97,3,3,1,320,1300,NA,18,7.46622755621548
76,2,2,1,250,2200,70,33,7.84541603659248
102,3,1,1,1897,1500,137,20,8.17611034223734
200,4,3,2,0,5700,236,94,8.70466811345099
38,1,1,0,150,1900,5,25,7.64060382639363
400,4,5,3,4670,6000,1195,77,9.38773313553338
200,3,1,2,0,3000,0,46,8.02191277898571
80,3,2,0,280,1500,112,20,7.55642796944025
80,3,1,4,0,5500,0,83,8.62766064444221
200,4,3,2,0,14500,403,238,9.62516157500837
36,1,1,0,284,1650,0,21,7.57865685059476
151,3,3,3,1800,3950,NA,51,8.78752562553291
49,2,2,1,432,2400,NA,31,7.97899637085411
51,1,1,0,367,1700,84,22,7.68432406768116
80,3,2,1,557,2700,84,40,8.12622252945853
55,2,1,1,422,870,90,12,7.24064969425547
110,2,2,1,550,2700,121,35,8.13358741766097
30,1,1,1,0,860,NA,12,6.7719355558396
60,2,1,1,200,1100,84,14,7.24351297466548
830,2,2,2,0,2001,NA,31,7.69256964806791
140,3,2,2,900,5000,142,64,8.71719093322313
70,3,1,1,190,1150,0,16,7.21303165983487
140,3,2,0,2450,7000,542,89,9.21840774305394
90,2,2,0,1002,6000,70,78,8.8750074860484
85,3,2,1,770,2300,115,30,8.07589363029886
150,3,3,1,2400,4000,334,52,8.82276429670376
70,2,1,0,150,950,30,13,7.04228617193974
205,3,3,4,2700,8500,NA,108,9.40104337279805
167,4,3,3,500,5140,NA,69,8.67880170661265
47,1,1,1,400,2200,0,33,7.87625888230323
63,2,2,1,480,2000,56,30,7.85049318087114
18,1,1,0,521,1040,NA,14,7.42117752859539
187,2,3,3,1600,3100,NA,40,8.52377150677636
79,3,2,2,995,2200,146,28,8.12266802334641
44,1,1,0,350,769,35,12,7.06219163228656
90,2,3,1,574,2100,0,27,7.90174751852014
220,4,2,1,1340,6000,17,77,8.91395385889425
100,2,1,0,550,900,61,12,7.32909373624659
120,3,4,3,1300,4440,289,57,8.71391062849392
180,4,3,3,2397,4500,520,60,8.91972065553706
253,4,3,1,2000,3000,600,39,8.6376393444921
50,2,1,0,0,900,50,14,6.87212810133899
120,2,3,1,350,1800,0,24,7.68478394352278
220,4,2,2,2560,8000,650,102,9.33353098253138
140,2,1,0,900,2200,0,28,8.04846874366888
180,4,2,2,2043,7500,409,97,9.21542741102474
170,3,5,3,2091,4500,NA,19,8.93089098445088
250,5,3,6,0,15000,NA,226,9.79428633749236
70,1,2,1,1200,2200,149,29,8.18283871076603
60,1,1,0,350,1000,0,13,7.21817683840341
380,4,2,6,0,9800,525,148,9.25636481028746
32,1,1,1,480,2150,0,28,7.88570539124302
116,3,2,2,670,3400,NA,50,8.37124213593193
19,1,1,0,310,500,45,7,6.76041469108343
140,3,2,1,980,2000,221,26,8.07961802938984
500,4,3,5,0,12000,84,181,9.41499403397655
80,2,1,0,0,950,NA,17,6.87523208727658
64,2,1,0,0,1700,78,26,7.49831587076698
20,1,1,0,0,2060,0,27,7.64396194900253
237,4,4,4,3100,4990,1031,64,9.12543586488574
190,4,4,3,2263,6000,NA,77,9.13129716463573
28,1,1,0,200,1600,0,21,7.5076900778199
46,2,1,1,250,1100,53,5,7.25063551189868
120,3,2,2,600,2000,121,30,7.92008319905323
76,2,1,1,0,2000,45,31,7.63867982387611
142,3,2,1,1950,8500,194,108,9.28275405248523
296,3,2,1,1400,13500,848,174,9.675394271496
365,4,6,6,490,13000,NA,214,9.55824698622306
125,4,2,2,1676,4500,NA,58,8.74432876399998
55,2,1,1,450,1550,83,20,7.6515955738576
400,6,4,3,0,3999,NA,61,8.75004942158424
50,1,1,0,464,1190,114,18,7.48829351515943
36,1,1,0,423,2680,47,34,8.06620756800626
48,1,1,1,950,2500,0,37,8.15708378502887
38,1,1,0,530,850,34,13,7.26403014289953
94,1,1,1,700,4800,NA,71,8.66939912430557
49,2,1,1,513,1890,0,24,7.79482315217939
60,2,1,1,300,1300,NA,17,7.42117752859539
70,2,3,1,1196,2004,0,26,8.07930819205196
75,3,2,1,670,1539,0,20,7.70975686445416
54,1,1,0,500,3949,0,51,8.41205487329293
50,1,1,0,370,3398,177,44,8.29154650988391
81,2,3,2,1010,5500,NA,71,9.03384182848502
750,4,6,2,0,15000,2041,226,9.75678407334392
20,1,1,0,602,1800,130,23,7.84619881549743
100,2,3,2,0,12960,0,165,9.482731125859
49,1,1,1,545,1200,0,16,7.47420480649612
20,1,1,0,0,1000,84,13,7.00124562206948
80,2,1,0,871,600,94,8,7.36137542897735
156,3,2,3,1200,2200,167,29,8.18785544369562
287,3,3,4,900,4477,NA,68,8.75557997214314
130,4,4,3,1778,5200,NA,70,8.93300459157855
302,4,4,3,2100,8973,750,132,9.38940663604946
35,1,1,0,400,1740,50,23,7.70255611326858
90,2,1,0,255,1990,NA,26,7.72841577984104
81,2,1,1,1121,3910,340,50,8.59822003005861
40,2,1,0,480,1417,NA,18,7.60090245954208
60,2,1,1,750,1841,77,7,7.89207842124812
25,1,1,0,350,2928,34,38,8.11701408773731
700,5,7,5,0,15000,NA,226,9.76829764247444
237,3,5,3,2200,5500,917,70,9.06969804217372
162,2,2,1,1804,5000,545,64,8.91112538371068
190,4,3,2,0,8311,NA,125,9.08839870117094
46,1,1,0,1300,1950,0,25,8.09437844497296
172,3,4,3,1596,8000,820,102,9.26112853880829
236,4,5,5,2827,5000,1261,64,9.12183697338478
100,3,1,2,0,1600,84,25,7.44424864949671
80,1,1,0,350,1000,0,14,7.21890970761906
335,3,4,4,0,6200,650,94,8.84577725518844
190,3,2,1,0,4100,84,62,8.35396813031327
207,4,3,1,1500,4240,542,55,8.75431854025087
72,2,2,1,300,2000,NA,30,7.79975331828725
102,3,2,1,1050,4000,NA,59,8.56312212330464
50,1,1,0,0,880,NA,14,6.81563999007433
150,3,4,0,1200,5900,475,75,8.94259163723185
220,4,3,2,1200,3500,NA,47,8.52098598965493
150,3,3,1,1700,13000,NA,165,9.62714098974809
110,3,2,1,800,2100,155,28,8.03398273468322
300,4,4,4,2800,9000,NA,115,9.51642703610407
29,1,1,0,148,1380,NA,21,7.35564110297425
40,1,1,0,578,2300,0,30,7.9755646584952
500,4,5,3,550,13500,3334,172,9.77343581317586
45,1,1,1,565,2300,0,30,7.97108575350561
75,2,2,1,684,1800,NA,24,7.86057078553866
80,2,2,1,767,3200,213,41,8.34806422840827
65,2,1,0,550,850,NA,13,7.27793857294566
400,5,5,4,3200,6141,NA,93,9.2351305407834
49,1,1,2,2000,8000,217,102,9.24193593356593
70,2,1,0,715,2100,NA,27,7.99193051985248
130,4,2,6,0,6100,512,92,8.81060879571578
146,3,4,3,2100,6000,584,77,9.07817946837384
64,2,1,0,650,2000,57,30,7.91498300584839
63,3,2,1,440,3300,10,42,8.2409125416889
46,2,1,1,300,850,62,12,7.11069612297883
90,2,1,0,0,1199,42,19,7.13966033596492
573,4,5,7,0,14000,NA,211,9.69221081128675
38,1,1,0,0,1680,0,22,7.44014668066269
70,2,1,1,600,1500,125,20,7.71690613529839
23,1,1,0,210,950,NA,13,7.10987946307227
84,2,2,1,0,2000,109,31,7.66902828858968
40,1,1,1,575,2500,128,33,8.08240225392624
1600,4,5,12,1,6900,5000,104,9.39357817555449
200,5,3,2,0,2300,NA,38,7.82763954636642
100,3,2,0,0,3000,172,46,8.07682603129881
69,2,2,0,334,1500,40,22,7.54802896993501
92,3,2,2,0,2800,179,36,8.01168672912785
120,3,2,4,1365,4500,398,58,8.75179089277556
90,3,2,2,1080,2500,NA,34,8.28475659319044
53,2,1,1,720,3250,67,42,8.31385226739821
300,3,3,4,1,3700,NA,56,8.45701846838017
65,2,2,2,650,3200,NA,41,8.3250636936312
269,4,3,2,0,4900,357,81,8.58279364850019
130,3,2,1,1000,2500,NA,32,8.1978140322212
248,3,4,4,4094,5500,NA,70,9.19125948416339
45,1,1,1,251,1300,101,18,7.42117752859539
130,3,1,2,0,3800,130,58,8.29129585190541
75,2,1,0,600,1100,60,17,7.48324441607385
250,2,4,8,0,4500,325,69,8.49596955496461
35,1,1,1,715,2370,0,31,8.04462627976734
130,3,3,1,1510,2700,260,35,8.41316512099219
30,1,1,0,450,1700,0,22,7.68386398025643
200,3,4,3,1700,6800,667,87,9.1329192250076
40,1,1,0,0,900,155,12,6.97354301952014
113,3,1,0,1500,4000,385,52,8.68912765532371
100,2,2,2,1439,5500,233,71,8.8879288190033
52,2,1,1,480,1150,55,15,7.43897159239586
34,1,1,1,475,2200,77,28,7.93056585423396
73,3,2,3,1100,1250,NA,16,7.83280751652486
210,4,5,3,1635,5200,606,70,8.9242570208881
219,4,5,2,1954,3800,NA,49,8.74448811385292
70,3,2,1,370,1600,113,22,7.65254569269392
65,1,2,2,500,2500,NA,37,8.01895468315572
52,1,1,0,218,2585,NA,10,7.94236223767433
80,2,1,1,498,1000,75,13,7.36960072052641
74,2,1,1,701,1768,NA,23,7.83478810738819
35,1,1,1,470,2500,NA,32,8.01466637046494
70,1,1,2,0,1450,5,22,7.29844510150815
193,4,3,4,0,4000,125,72,8.34236350038058
50,1,1,0,0,700,45,11,6.62936325343745
55,2,2,1,720,850,58,11,7.40245152081824
44,1,1,0,310,770,12,10,7.0057890192535
68,2,1,1,706,1700,0,22,7.79523492900217
300,3,2,1,600,2300,267,31,8.07059353994952
70,1,1,0,0,800,153,14,6.87523208727658
300,4,4,2,0,8500,NA,128,9.09335701649036
203,4,3,3,2500,6400,971,86,9.20613152720213
45,2,2,0,0,1650,NA,25,7.4730690880322
240,3,4,3,2900,7000,1225,89,9.32465071815359
100,2,3,2,350,2600,100,38,8.03560269291858
137,3,2,3,500,2800,150,41,8.15822991695949
61,2,2,1,885,2000,NA,26,8.02027047281924
60,2,2,1,375,1500,NA,22,7.54855597916987
13,1,1,0,0,2200,5,28,7.71154897962915
98,2,2,0,1552,9000,375,115,9.30937089543914
138,2,3,2,1500,9800,NA,125,9.39024233725137
80,2,2,2,950,4500,501,60,8.70151275087287
30,1,1,0,0,525,25,7,6.32435896238131
63,2,2,2,783,2000,24,26,7.94944442025063
95,2,3,2,1389,4500,415,60,8.75856951099151
54,2,1,1,600,1100,192,14,7.55328660560042
35,1,1,1,540,2100,NA,27,7.9402277651457
44,1,1,0,316,1163,NA,17,7.34342622914737
140,2,3,2,2400,6500,667,84,9.17492042674492
70,2,1,0,0,1700,255,26,7.59186171488993
162,3,3,2,380,2800,125,38,8.11492297420459
420,4,4,4,4900,11050,3700,141,9.89298256789098
147,4,5,3,1200,2975,293,40,8.41383067842108
80,1,1,1,550,2800,100,36,8.15679704667565
89,2,2,2,1744,3900,266,51,8.69316127423802
163,3,3,3,1532,2550,417,33,8.41913925094085
42,1,1,1,330,2100,107,27,7.84971375760487
330,4,5,2,4400,12500,NA,159,9.81961669349898
70,1,1,1,300,1200,157,16,7.42297125104942
104,3,2,1,1077,2500,NA,33,8.22817689595132
43,1,1,0,1,1400,75,19,7.31055015853442
67,2,1,1,814,1300,91,17,7.7066129139642
450,4,5,6,6600,9900,2600,126,9.86427883931085
28,1,1,1,500,1580,0,21,7.6506445514369
46,1,1,1,1445,5000,298,64,8.82585367025321
34,1,1,1,510,3800,0,49,8.38022733634308
33,1,1,1,1680,2500,158,32,8.38274709486331
70,3,1,0,275,1200,NA,16,7.37525577800976
90,3,1,1,600,2400,NA,31,8.01697774676226
75,3,3,2,865,2000,192,26,8.03398273468322
150,6,5,8,0,8000,NA,132,9.07772284736134
300,3,3,3,0,3500,250,53,8.24380842366528
70,2,2,2,700,1900,67,28,7.8995244720322
320,3,4,1,2200,5800,292,75,9.0321701863047
800,4,5,0,0,4275,200,71,8.42222295382501
400,4,7,4,0,12000,667,181,9.46117690830714
288,3,3,3,3032,3325,NA,43,8.94845599234554
90,2,2,1,600,1200,NA,16,7.51425465281641
209,4,4,3,4300,3900,1084,50,9.14152605597582
55,2,1,1,653,2100,NA,27,7.93451346388226
280,4,4,7,890,4000,NA,61,8.56216655705897
190,4,4,4,2000,8000,1326,102,9.34408424202578
20,1,1,0,602,1800,130,23,7.84619881549743
294,3,6,3,0,2400,512,37,7.98956044933387
40,1,1,0,0,780,NA,12,6.69703424766648
60,2,1,1,600,2230,19,29,7.96519829061218
400,4,3,2,0,3390,NA,43,8.25166392360559
350,5,4,8,0,9000,NA,136,9.20018902091981
68,3,2,1,150,900,76,12,7.03790596344718
40,1,1,1,0,960,15,18,6.90173720665657
220,3,4,3,2750,5800,1040,74,9.17626639164243
200,3,3,3,0,7000,737,106,8.96750418731624
65,2,1,1,550,1100,100,14,7.4759059693674
225,4,3,2,0,4400,NA,67,8.4675826908629
55,1,1,1,812,3200,0,41,8.30745932701195
100,2,2,1,0,2800,125,43,7.99598047476376
116,4,3,2,1040,2400,NA,31,8.24328252304838
59,2,1,0,1400,5000,244,65,8.81135422996573
380,3,2,3,3200,15000,917,191,9.86843016072073
175,4,3,3,1750,13000,850,165,9.66592808948756
37,1,1,1,800,2800,0,36,8.19891444498699
34,1,1,1,490,1750,77,23,7.75833346749091
58,1,1,1,650,1050,56,14,7.47929963778283
72,3,1,1,461,1600,0,21,7.64156444126097
135,4,2,2,950,3800,294,51,8.536211197252
164,4,3,2,1500,5000,412,65,8.85051762174672
190,3,3,2,0,6800,392,103,8.89508153175417
110,3,1,0,950,2530,NA,33,8.21093973337902
80,2,2,2,1000,5500,0,70,8.79042130689787
90,3,2,1,973,1500,30,20,7.8336002236611
54,2,1,1,150,900,100,14,7.0604763659998
100,3,2,1,1300,3800,180,49,8.58110651715989
37,1,1,0,270,650,23,10,6.86066367144829
51,1,2,1,1062,2100,27,27,8.07620452723903
62,2,1,1,370,1100,12,14,7.31121838441963
70,2,2,2,1726,3950,341,51,8.71094912583585
63,2,1,0,600,1110,0,15,7.45356187164337
127,3,2,1,1393,6156,172,78,8.96187901267768
230,4,3,2,3200,10000,917,127,9.56388040721943
102,3,3,1,1100,1500,NA,20,7.91059061225648
65,2,2,1,564,1679,0,22,7.72577144158795
67,2,1,0,590,1500,NA,20,7.68156036255954
56,1,1,0,300,700,NA,11,6.95272864462487
172,3,3,2,2100,7000,834,89,9.21243817005833
60,2,1,1,0,540,0,10,6.31173480915291
80,2,2,1,1000,4500,250,58,8.66716371799253
156,4,5,3,1950,935,200,12,8.03851202097681
70,1,1,1,365,1200,NA,16,7.39141523467536
125,3,2,0,950,5500,243,71,8.81951754060489
90,2,2,2,950,2600,304,35,8.26616443661249
50,2,1,0,0,1100,NA,17,7.08840877867539
260,4,3,1,2585,5500,1052,71,9.12793654572137
249,4,2,2,0,4300,57,65,8.39457347786833
179,3,5,0,2000,14500,975,184,9.77911409769637
16,1,1,0,320,2200,NA,28,7.84345640437612
350,7,5,5,0,9000,NA,148,9.12139986267954
28,1,1,0,400,2285,NA,30,7.93415523353632
102,3,2,2,1300,1900,NA,25,8.17919979842309
31,1,1,0,200,2614,84,34,7.98378106897745
480,4,6,3,0,10000,500,151,9.27340906344317
290,4,4,4,4900,1000,1659,13,8.93234456911382
35,1,1,1,1170,2200,242,28,8.20001364817543
24,1,1,0,500,1420,0,18,7.56992765524265
70,2,1,1,100,1360,100,20,7.36581283720947
55,2,1,1,800,1500,NA,20,7.76641689801966
120,3,1,1,900,3000,NA,40,8.32457884513685
160,3,3,1,1809,3370,250,43,8.60758219114392
47,1,1,1,470,600,43,8,7.02286808608264
95,3,2,2,1100,1600,209,21,7.98309894071089
300,4,3,3,1400,7500,469,100,9.15588418618012
210,4,3,3,360,3300,150,44,8.25712628599743
45,1,1,1,450,2000,100,30,7.85593219971861
87,2,1,1,800,1220,46,16,7.64156444126097
250,4,4,2,2600,6000,NA,77,9.12456459495478
82,3,2,2,1100,1500,159,20,7.93020620668468
93,3,2,2,1459,2300,191,30,8.28928832300032
142,3,4,3,1200,6000,500,77,8.95905451471569
74,3,2,1,706,1040,100,14,7.52886925664225
36,1,1,0,277,1290,87,19,7.42297125104942
33,1,1,0,500,3999,0,51,8.42310226801664
80,2,1,0,700,1000,98,13,7.50218648660292
90,2,1,1,220,1350,53,20,7.40488757561612
195,2,3,3,2600,9200,NA,117,9.40681135187456
186,3,2,2,1473,2200,185,28,8.26539293085222
275,4,4,3,3300,6800,1250,87,9.34495867370094
230,4,4,5,2500,7500,1900,100,9.39274525863144
42,1,1,1,372,2700,0,40,8.04334217044161
388,4,4,1,6047,15000,104,194,9.96885385596738
94,3,3,2,750,2433,0,31,8.1870210673435
260,4,2,2,1715,6000,594,77,9.03443816698441
65,3,2,1,620,1100,60,14,7.49276030092238
76,2,1,0,767,1280,57,17,7.66011431917393
131,4,4,3,2100,6000,NA,77,9.1045353130792
225,3,3,4,1360,10500,750,134,9.45258041898138
71,3,2,2,660,970,149,13,7.49164547360513
201,4,4,3,1651,5300,852,71,8.97144846369383
570,3,6,2,3000,14000,NA,181,9.77115544048709
53,2,2,1,360,1275,59,19,7.44658509915773
240,4,5,3,912,3500,NA,47,8.47845236309981
50,1,1,0,0,2700,NA,35,7.95014988765202
68,2,2,1,400,1800,NA,27,7.74500280351584
54,1,1,1,679,5000,NA,64,8.71653573254449
178,2,3,4,3145,2500,903,32,8.79194198845612
50,1,1,0,0,1100,0,17,7.01929665371504
212,4,3,6,0,2983,237,45,8.09132127353041
380,4,6,4,3570,4900,NA,63,9.18266080286944
138,2,2,1,1000,7000,89,89,9.00932517273497
180,4,3,3,1947,4200,407,56,8.79649020733358
43,1,1,1,360,800,82,12,7.13489085156588
48,1,1,1,0,2800,0,37,7.95085485771999
180,3,3,0,916,7600,378,98,9.10420177591452
70,1,2,1,1500,2500,0,32,8.30226579487337
155,2,2,2,450,2300,94,34,7.96519829061218
262,3,4,4,4844,15000,2050,191,10.0029255647422
25,1,1,1,331,2100,64,27,7.83320394864106
50,3,1,1,852,2500,NA,32,8.16365617616843
108,3,2,1,1714,5000,NA,64,8.84014587794994
170,3,2,1,1700,4500,85,58,8.75526476331468
60,1,1,0,0,1000,34,16,6.95749737087695
78,3,2,2,650,2400,117,31,8.07059353994952
170,3,2,0,0,5000,320,82,8.59470963384407
20,1,1,0,0,600,0,8,6.4118182677099
500,5,4,4,2000,4000,1250,59,8.89699855274382
248,3,4,4,3163,14000,966,178,9.81525725114171
145,3,3,2,1400,5500,0,70,8.8495139654864
50,1,1,1,1436,7800,359,99,9.17936556767675
44,1,2,0,140,1350,NA,20,7.32712329225929
200,3,2,2,0,4500,250,68,8.48032171664033
58,2,2,1,400,999,99,14,7.32184971378836
280,3,4,4,5000,15000,NA,191,9.98465270695364
52,1,1,1,1500,3000,NA,39,8.48301573961465
271,3,3,2,0,8000,NA,121,9.11393959768983
223,4,4,7,0,5500,1169,83,8.81774212957484
263,4,5,4,2900,12500,NA,159,9.74981175993208
157,4,3,1,1150,3500,169,52,8.49125980938973
323,5,5,3,0,4800,582,73,8.6044711995233
80,2,2,1,0,2188,NA,10,7.69575799055476
70,2,2,2,858,6000,449,77,8.90720619496548
74,3,2,1,450,1000,NA,14,7.350516171834
66,3,1,2,250,1100,NA,15,7.27170370688737
80,2,1,1,800,1275,0,17,7.646353722446
100,3,2,2,0,3000,125,54,8.06463647577422
218,4,4,2,2250,5500,692,70,9.04934968588406
73,2,1,1,625,1200,119,16,7.58120982619635
230,4,2,2,4000,13000,1839,168,9.85277303799163
80,3,5,2,3460,12000,1000,153,9.71782040549108
180,3,3,3,331,4200,NA,56,8.47949132423223
85,3,2,1,710,2500,NA,33,8.16280135349207
37,1,1,0,0,900,75,14,6.89770494312864
65,2,1,0,140,985,21,15,7.05789793741186
440,4,3,2,4200,8000,1702,102,9.54688403461792
57,2,1,0,100,1530,0,20,7.40913644392013
74,3,2,1,513,1715,100,22,7.76259604854007
180,3,4,3,2047,1800,902,23,8.4707303170059
198,3,3,0,2070,6000,715,77,9.0896405867384
170,3,4,3,2000,5000,NA,65,8.96482339168508
240,3,4,3,4000,8500,1167,108,9.53104611087514
59,2,2,0,754,1990,25,26,7.9359451033537
525,5,4,4,0,8330,2167,126,9.27058845232154
226,4,4,4,2850,3000,2488,39,9.03336450150698
60,2,2,2,170,1950,67,30,7.70436116791031
43,2,1,0,382,1570,42,23,7.60986220091355
158,4,4,3,2100,6600,NA,84,9.12260145766818
42,1,1,1,162,1400,17,21,7.37838371299672
50,1,1,0,0,1250,34,19,7.1731917424866
66,2,1,1,385,550,26,8,6.87729607149743
39,1,1,1,600,4200,125,54,8.5131851700187
64,1,2,1,850,3700,185,47,8.4728232436803
70,3,2,0,0,1500,NA,23,7.36770857237437
30,1,1,1,1,1930,0,25,7.57916796739608
135,3,3,0,1400,3810,NA,49,8.5991417740634
170,3,2,1,860,6500,110,83,8.9298325032724
120,3,2,1,1700,7500,NA,97,9.1728461675486
92,2,1,0,0,1200,NA,20,7.15539630189673
183,4,4,4,1695,9300,NA,124,9.386056829718
210,3,3,2,3500,8667,834,110,9.4812068514994
30,1,1,0,456,900,94,12,7.28824440102012
119,3,3,2,663,5500,133,70,8.75888368001702
298,5,3,2,2200,4100,417,53,8.82040406548565
260,3,2,4,0,2600,268,43,7.97659540931658
201,4,4,4,1800,7300,113,98,9.13905916997122
200,3,4,4,0,4000,NA,61,8.40335237499248
60,2,1,1,785,3800,112,49,8.46526811855132
70,2,1,1,300,2000,NA,31,7.77946696745832
135,3,2,1,950,7500,77,96,9.06230429314878
336,6,2,3,0,6350,1125,96,8.93221251232921
300,3,4,6,0,3200,167,49,8.13651825211529
600,5,5,4,4300,8000,1585,104,9.54616954473328
60,3,3,2,0,2700,273,41,8.01135510916129
254,3,4,4,3100,7000,NA,89,9.31659049181884
210,3,5,4,3301,11900,NA,151,9.69959500581403
178,3,4,2,2450,10000,834,127,9.50383054471094
45,1,1,0,0,1000,NA,16,6.95749737087695
70,3,1,0,474,750,NA,10,7.22475340576797
181,4,5,3,2100,2600,579,33,8.57791192645094
72,2,2,1,370,1700,90,23,7.6889133368648
60,2,2,1,1600,5550,142,71,8.90435854235297
55,2,1,1,496,1800,0,23,7.74932246466036
94,1,2,2,1356,13000,NA,165,9.60985447459091
210,3,2,1,3200,14080,NA,182,9.8070317167185
37,1,1,1,541,4000,50,51,8.44311598801992
41,2,1,0,270,1200,0,16,7.30451594646016
240,3,4,3,5100,11000,1834,140,9.80206372239816
70,2,1,0,500,1105,84,17,7.44249272279444
55,3,1,1,199,800,42,11,6.95939851213398
150,3,1,0,450,1500,0,20,7.58629630715272
55,2,2,1,500,1330,30,18,7.53849499941346
390,3,3,2,0,7500,650,113,9.01966401079947
73,3,2,1,354,1777,84,26,7.71512360363211
57,1,1,1,690,2600,131,33,8.14757773620177
93,3,1,0,400,1500,70,20,7.5963923040642
88,2,2,2,957,2500,430,33,8.27410200229233
330,4,6,3,5457,15000,NA,191,10.0484965744461
130,3,3,2,1150,2350,NA,30,8.23906533176927
170,4,3,2,3000,10000,770,127,9.53971605897709
220,3,4,4,3167,5500,1084,70,9.19238004659919
59,2,1,1,600,1600,0,21,7.70616297019958
500,4,4,3,0,10800,988,163,9.38857023586688
70,3,2,0,0,1500,50,20,7.35946763825562
55,1,1,1,538,1250,25,17,7.51261754467451
35,1,1,1,600,1080,NA,15,7.49331724886215
33,1,1,1,565,3200,NA,41,8.27639470486331
80,3,2,1,280,1200,97,16,7.37400185935016
2000,4,2,3,0,4956,NA,82,8.56388591940822
60,1,1,1,490,3250,131,42,8.27231514795602
48,2,1,0,400,950,NA,14,7.24494154633701
53,1,1,1,494,650,34,9,7.08002649992259
96,3,1,1,1140,2800,0,36,8.28828304520769
25,1,1,0,0,1750,0,23,7.48099216286952
23,1,1,1,520,2300,NA,30,7.97590836016554
83,1,1,1,4000,6000,NA,77,9.24290436284945
25,1,1,0,50,700,0,10,6.63463335786169
45,1,1,1,1600,1800,177,23,8.18896686364888
70,2,2,2,500,1800,NA,27,7.75276480885133
80,1,1,0,0,1200,1,19,7.1074254741107
78,1,1,0,420,2522,25,32,8.00636756765025
45,1,1,0,0,1100,8,15,7.02464903045364
43,1,1,0,1195,680,220,9,7.65207074611648
250,5,4,5,2300,2800,800,36,8.68895923427068
350,5,6,6,7000,15000,417,191,10.0261917925116
190,4,4,2,900,3200,192,15,8.36822903827628
