"age","height_cm","weight_kg","release_clause_eur","club_joined","wage_eur"
21,176,70,3600000,1.4988672e+18,8.8538082749772
18,168,58,5400000,1.56384e+18,8.69968140098951
24,184,76,2700000,1.5390432e+18,8.00670084544037
21,179,68,3600000,1.5058656e+18,9.7981825908907
23,181,73,3400000,1.4357088e+18,9.39274525863144
23,188,80,3e+06,1.6121376e+18,8.29429960885724
23,167,65,2e+06,1.5787008e+18,8.00670084544037
24,180,80,2600000,1.5304032e+18,6.74641212857337
20,191,81,2600000,1.5358464e+18,8.00670084544037
23,177,70,3100000,1.5619392e+18,8.5173931714189
21,179,75,3100000,1.5363648e+18,8.00670084544037
21,183,81,3300000,1.6129152e+18,7.60140233458373
19,175,76,5600000,1.5970176e+18,9.47278155656217
31,168,69,1300000,1.6164576e+18,6.21660610108486
27,184,78,2200000,1.6019424e+18,8.5173931714189
21,172,73,3200000,1.537488e+18,8.29429960885724
20,183,78,3600000,1.5804288e+18,8.5173931714189
22,185,77,3200000,1.5980544e+18,8.29429960885724
20,190,87,3100000,1.4988672e+18,8.00670084544037
22,187,80,4500000,1.5463008e+18,6.21660610108486
20,175,61,4400000,1.5407712e+18,6.21660610108486
23,190,83,2900000,1.5472512e+18,7.60140233458373
27,184,72,1200000,1.5342912e+18,7.60140233458373
33,175,66,656000,1.4205888e+18,7.60140233458373
21,179,67,3100000,1.625184e+18,7.60140233458373
21,185,80,3500000,1.5304032e+18,7.60140233458373
22,190,83,3300000,1.6263072e+18,8.29429960885724
27,156,57,1900000,1.6190496e+18,6.21660610108486
25,183,70,1400000,1.5454368e+18,8.29429960885724
26,188,74,1700000,1.6103232e+18,8.29429960885724
23,184,77,4200000,1.610064e+18,8.29429960885724
22,176,69,3100000,1.5468192e+18,8.29429960885724
24,178,77,2400000,1.5444e+18,7.60140233458373
27,187,82,1200000,1.610064e+18,7.60140233458373
22,174,63,3200000,1.5480288e+18,7.60140233458373
22,182,71,2800000,1.5796512e+18,6.47850964220857
20,186,74,4e+06,1.5619392e+18,9.30574145673944
31,166,55,906000,1.578096e+18,7.60140233458373
24,175,68,2400000,1.5471648e+18,7.60140233458373
20,188,80,2600000,1.5433632e+18,6.90875477931522
19,182,75,4e+06,1.5463008e+18,7.60140233458373
24,185,83,2300000,1.6110144e+18,7.60140233458373
23,180,77,2e+06,1.5502752e+18,7.60140233458373
29,188,73,1100000,1.5817248e+18,7.60140233458373
21,177,72,3700000,1.5672096e+18,7.60140233458373
21,187,82,4200000,1.6231968e+18,8.69968140098951
19,195,74,5300000,1.5788736e+18,9.10509096125708
21,179,73,2900000,1.54656e+18,6.90875477931522
27,175,71,2100000,1.3596768e+18,6.21660610108486
22,185,74,4e+06,1.610064e+18,6.21660610108486
27,185,86,1100000,1.5818976e+18,8.5173931714189
25,192,89,1400000,1.6250976e+18,7.60140233458373
31,168,69,945000,1.6225056e+18,8.5173931714189
20,176,67,4300000,1.5410304e+18,8.29429960885724
25,185,80,1600000,1.6250976e+18,7.60140233458373
27,185,81,1200000,1.6242336e+18,8.00670084544037
24,177,70,2900000,1.6250976e+18,8.29429960885724
23,174,68,2800000,1.5784416e+18,6.90875477931522
21,180,67,3300000,1.5562368e+18,8.29429960885724
20,187,86,3800000,1.5997824e+18,9.10509096125708
24,178,77,1700000,1.5489792e+18,6.90875477931522
30,185,82,1200000,1.3726368e+18,7.60140233458373
28,175,67,1800000,1.5304032e+18,8.29429960885724
23,172,71,3200000,1.5251328e+18,8.29429960885724
20,173,72,4600000,1.5934752e+18,6.21660610108486
21,173,73,4400000,1.4988672e+18,8.5173931714189
22,195,85,3600000,1.5978816e+18,8.5173931714189
25,193,84,2100000,1.5941664e+18,8.29429960885724
19,186,76,4e+06,1.5619392e+18,8.29429960885724
22,194,87,2600000,1.6278624e+18,7.60140233458373
26,171,69,1600000,1.6250976e+18,8.69968140098951
27,181,77,1400000,1.5304032e+18,7.60140233458373
22,180,73,3e+06,1.5935616e+18,7.60140233458373
30,180,79,979000,1.5619392e+18,8.00670084544037
21,186,80,2600000,1.6250976e+18,7.60140233458373
25,176,72,1600000,1.4548032e+18,8.00670084544037
30,168,62,1100000,1.5804288e+18,6.90875477931522
31,185,81,834000,1.562112e+18,8.29429960885724
23,171,66,2700000,1.5619392e+18,6.21660610108486
28,179,79,1100000,1.5304032e+18,8.29429960885724
29,173,67,1800000,1.6110144e+18,6.21660610108486
22,188,84,3600000,1.630368e+18,8.8538082749772
26,184,80,1400000,1.5619392e+18,8.00670084544037
21,186,79,1800000,1.5304032e+18,6.90875477931522
19,191,76,4300000,1.5304032e+18,8.00670084544037
20,177,66,2400000,1.5619392e+18,8.5173931714189
23,180,74,3700000,1.5619392e+18,8.5173931714189
19,189,76,4e+06,1.521504e+18,7.60140233458373
23,172,70,3400000,1.4988672e+18,8.00670084544037
33,169,73,1100000,1.5463008e+18,6.21660610108486
24,183,68,1600000,1.5805152e+18,7.60140233458373
19,184,77,5500000,1.5463008e+18,8.5173931714189
24,186,79,2900000,1.4673312e+18,7.60140233458373
21,175,71,3e+06,1.562112e+18,8.29429960885724
22,195,85,3300000,1.6250976e+18,8.00670084544037
31,192,86,1200000,1.564704e+18,8.5173931714189
21,186,76,4100000,1.4962752e+18,7.60140233458373
23,187,75,2300000,1.5934752e+18,6.90875477931522
21,190,81,3400000,1.6250976e+18,8.29429960885724
29,186,78,1200000,1.5649632e+18,8.29429960885724
19,170,68,4700000,1.5619392e+18,7.60140233458373
21,183,68,3800000,1.6112736e+18,8.69968140098951
20,187,76,3700000,1.5626304e+18,7.60140233458373
20,190,79,4700000,1.5619392e+18,8.98732181285012
20,178,68,4900000,1.61136e+18,8.69968140098951
20,178,72,5300000,1.5980544e+18,8.8538082749772
19,177,70,4300000,1.5918336e+18,8.00670084544037
25,180,73,2500000,1.6092864e+18,6.21660610108486
21,175,75,3100000,1.5935616e+18,7.60140233458373
22,177,73,4200000,1.5619392e+18,6.21660610108486
22,173,73,4300000,1.5831072e+18,7.60140233458373
22,175,70,4600000,1.5463008e+18,6.21660610108486
26,182,70,1600000,1.612224e+18,8.29429960885724
22,175,70,2500000,1.5672096e+18,6.90875477931522
20,174,65,3500000,1.5695424e+18,7.60140233458373
28,174,66,1800000,1.6106688e+18,6.21660610108486
30,180,74,1800000,1.5787872e+18,6.21660610108486
22,177,74,4500000,1.5778368e+18,6.21660610108486
23,188,75,3500000,1.4516064e+18,6.21660610108486
20,183,78,3800000,1.5463008e+18,6.21660610108486
33,178,79,968000,1.6085088e+18,6.21660610108486
22,180,72,2400000,1.5147648e+18,6.21660610108486
20,181,77,4200000,1.5463008e+18,6.21660610108486
30,179,74,1500000,1.6049664e+18,6.21660610108486
23,175,70,3100000,1.6098912e+18,6.21660610108486
31,167,70,1300000,1.5779232e+18,6.21660610108486
27,165,66,1900000,1.6097184e+18,6.21660610108486
21,165,61,4500000,1.5778368e+18,6.21660610108486
23,183,75,2900000,1.6115328e+18,6.21660610108486
27,170,76,2e+06,1.5593472e+18,6.21660610108486
25,176,71,2400000,1.5792192e+18,6.21660610108486
25,183,79,2700000,1.5584832e+18,6.21660610108486
22,165,60,3200000,1.6094592e+18,7.60140233458373
23,180,74,3300000,1.6123104e+18,6.21660610108486
22,170,67,2900000,1.5619392e+18,8.69968140098951
21,188,84,3100000,1.5804288e+18,8.29429960885724
26,192,92,2500000,1.623888e+18,6.21660610108486
21,179,70,3500000,1.569024e+18,7.60140233458373
27,184,77,1500000,1.6158528e+18,8.5173931714189
23,171,67,1700000,1.5805152e+18,8.00670084544037
23,168,68,3e+06,1.5782688e+18,6.21660610108486
34,195,90,371000,1.5783552e+18,8.00670084544037
21,170,75,2900000,1.5646176e+18,8.00670084544037
20,178,76,4e+06,1.628208e+18,8.00670084544037
21,176,68,2900000,1.6146432e+18,6.80350525760834
21,170,67,3200000,1.5799968e+18,8.00670084544037
20,178,70,4600000,1.5619392e+18,7.60140233458373
26,185,70,1500000,1.5803424e+18,8.29429960885724
21,188,77,3100000,1.5778368e+18,8.29429960885724
19,189,70,4500000,1.5619392e+18,6.90875477931522
23,170,65,1600000,1.5805152e+18,6.90875477931522
20,170,65,3500000,1.5808608e+18,8.00670084544037
25,177,66,2100000,1.625184e+18,8.29429960885724
22,176,68,2800000,1.5810336e+18,7.60140233458373
22,166,59,4600000,1.5778368e+18,6.21660610108486
20,184,76,4200000,1.5814656e+18,6.21660610108486
27,192,74,1200000,1.581552e+18,8.00670084544037
22,184,78,4e+06,1.5778368e+18,6.21660610108486
26,184,91,2100000,1.5778368e+18,6.21660610108486
28,177,75,1900000,1.5779232e+18,6.21660610108486
22,180,77,2100000,1.5825888e+18,7.60140233458373
20,182,77,2900000,1.6250976e+18,8.00670084544037
24,176,74,2200000,1.5935616e+18,7.60140233458373
17,182,73,5500000,1.5915744e+18,6.90875477931522
23,197,88,2600000,1.5153696e+18,8.00670084544037
20,185,72,3100000,1.5619392e+18,8.00670084544037
31,179,67,1100000,1.5304032e+18,7.60140233458373
20,173,68,4e+06,1.5872544e+18,8.5173931714189
21,170,64,5300000,1.5619392e+18,8.00670084544037
21,190,87,3200000,1.5947712e+18,8.00670084544037
18,173,60,5400000,1.626048e+18,9.21044036697652
22,177,66,3200000,1.6261344e+18,7.60140233458373
20,172,61,4e+06,1.5628032e+18,8.5173931714189
23,181,66,1700000,1.5952032e+18,7.60140233458373
19,178,66,4600000,1.5768864e+18,8.8538082749772
22,176,68,4300000,1.5174432e+18,8.00670084544037
28,184,78,1200000,1.596672e+18,8.00670084544037
24,184,84,2e+06,1.5964128e+18,7.60140233458373
24,189,80,2600000,1.5812928e+18,8.00670084544037
17,185,71,5700000,1.5971904e+18,6.21660610108486
20,186,74,4300000,1.5952032e+18,7.60140233458373
21,185,78,2800000,1.5835392e+18,7.60140233458373
24,175,67,2800000,1.5972768e+18,7.60140233458373
30,181,79,1200000,1.5970176e+18,8.29429960885724
22,183,77,4600000,1.627344e+18,8.8538082749772
24,193,80,2100000,1.5977088e+18,8.00670084544037
28,185,85,1300000,1.5980544e+18,8.5173931714189
21,170,65,3500000,1.5982272e+18,8.00670084544037
19,186,74,4200000,1.5935616e+18,6.90875477931522
19,172,59,4500000,1.5619392e+18,7.60140233458373
21,191,80,3500000,1.5778368e+18,8.00670084544037
23,180,78,4e+06,1.599696e+18,8.29429960885724
24,175,72,2300000,1.5989184e+18,8.00670084544037
22,184,76,3300000,1.5989184e+18,7.60140233458373
20,194,88,4100000,1.5619392e+18,6.90875477931522
27,178,66,2300000,1.6008192e+18,6.21660610108486
19,169,62,5e+06,1.5935616e+18,7.60140233458373
25,181,74,2800000,1.6012512e+18,8.29429960885724
29,175,70,1100000,1.602288e+18,8.5173931714189
22,190,81,4600000,1.6269984e+18,6.21660610108486
18,179,76,4800000,1.6029792e+18,8.29429960885724
21,183,77,5100000,1.611792e+18,8.29429960885724
20,180,75,4200000,1.5955488e+18,7.60140233458373
20,178,72,3400000,1.5935616e+18,8.00670084544037
31,175,74,1500000,1.5463008e+18,6.21660610108486
24,178,71,3100000,1.5463008e+18,6.21660610108486
23,177,68,2900000,1.4568768e+18,6.21660610108486
29,181,64,1800000,1.5075936e+18,6.21660610108486
29,186,87,1600000,1.5463008e+18,6.21660610108486
21,173,70,3200000,1.6036704e+18,8.00670084544037
25,182,79,2400000,1.4832288e+18,6.21660610108486
25,185,86,1600000,1.5790464e+18,6.90875477931522
38,178,71,194000,1.5147648e+18,6.21660610108486
32,179,80,1300000,1.5783552e+18,6.21660610108486
20,185,77,5700000,1.5619392e+18,8.69968140098951
19,189,77,3200000,1.6118784e+18,8.5173931714189
18,182,77,5200000,1.5935616e+18,7.60140233458373
18,186,76,3900000,1.5935616e+18,6.74641212857337
22,176,69,4200000,1.5935616e+18,6.21660610108486
27,165,65,1100000,1.5805152e+18,7.60140233458373
25,174,70,2200000,1.6094592e+18,6.21660610108486
18,187,80,5600000,1.5646176e+18,8.29429960885724
33,180,75,860000,1.5778368e+18,6.21660610108486
27,178,75,1900000,1.5778368e+18,6.21660610108486
27,178,70,1200000,1.6261344e+18,6.90875477931522
25,184,80,1300000,1.6101504e+18,8.00670084544037
31,180,75,1500000,1.610496e+18,6.21660610108486
29,181,73,1900000,1.6281216e+18,6.21660610108486
22,175,65,3e+06,1.5304032e+18,8.00670084544037
18,181,75,4200000,1.5935616e+18,6.85751406254539
27,199,89,1200000,1.6106688e+18,8.00670084544037
21,191,83,3e+06,1.6121376e+18,7.60140233458373
23,178,68,2100000,1.5618528e+18,7.60140233458373
22,175,66,3100000,1.6123104e+18,7.60140233458373
20,165,61,4400000,1.613088e+18,8.29429960885724
21,179,74,2700000,1.5778368e+18,8.00670084544037
21,186,78,4300000,1.6115328e+18,6.21660610108486
20,188,81,4500000,1.6078176e+18,8.29429960885724
20,175,63,2700000,1.5463008e+18,8.00670084544037
22,178,74,3200000,1.5712704e+18,8.5173931714189
29,188,76,1100000,1.6159392e+18,7.60140233458373
20,180,68,3200000,1.6180128e+18,7.60140233458373
19,180,73,5100000,1.5619392e+18,9.61587214452889
18,173,67,7700000,1.629936e+18,9.39274525863144
20,176,70,3400000,1.5935616e+18,9.10509096125708
20,187,71,4100000,1.5935616e+18,8.29429960885724
21,183,75,3e+06,1.5619392e+18,7.60140233458373
26,184,75,1600000,1.5624576e+18,7.60140233458373
20,183,74,3100000,1.5935616e+18,8.00670084544037
21,179,72,4400000,1.5778368e+18,7.60140233458373
27,178,72,1800000,1.4993856e+18,8.00670084544037
31,183,71,1100000,1.4357088e+18,8.00670084544037
20,176,74,3200000,1.5619392e+18,7.60140233458373
22,185,79,2300000,1.5619392e+18,7.60140233458373
23,184,78,4300000,1.5926112e+18,6.21660610108486
22,171,65,4300000,1.6276032e+18,6.21660610108486
22,175,66,4400000,1.6250976e+18,7.60140233458373
21,172,65,4400000,1.6250976e+18,6.90875477931522
25,188,76,1800000,1.6250976e+18,7.60140233458373
22,174,65,4600000,1.6250976e+18,6.21660610108486
25,189,82,1400000,1.6250976e+18,8.00670084544037
24,198,90,2100000,1.6250976e+18,6.90875477931522
26,185,75,1800000,1.6250976e+18,8.69968140098951
24,165,68,1900000,1.6094592e+18,6.90875477931522
17,175,69,5400000,1.6094592e+18,6.90875477931522
29,178,77,1100000,1.5619392e+18,8.00670084544037
20,180,72,4400000,1.5619392e+18,8.69968140098951
19,185,70,4400000,1.6250112e+18,7.60140233458373
21,178,78,3600000,1.628208e+18,7.60140233458373
19,180,71,5200000,1.6250976e+18,8.5173931714189
16,173,68,5600000,1.5935616e+18,8.29429960885724
27,166,57,2e+06,1.6294176e+18,6.21660610108486
23,203,71,2e+06,1.629936e+18,8.00670084544037
18,176,70,5600000,1.6250976e+18,8.5173931714189
21,174,76,4400000,1.6302816e+18,7.60140233458373
39,190,89,3e+05,1.4988672e+18,6.90875477931522
38,193,83,148000,1.530576e+18,9.30574145673944
39,188,94,124000,1.5304032e+18,6.21660610108486
35,188,86,152000,1.5619392e+18,8.8538082749772
37,183,86,228000,1.02816e+18,7.60140233458373
39,170,73,312000,1.6101504e+18,7.60140233458373
35,180,74,333000,1.5967584e+18,7.60140233458373
38,190,84,124000,1.562544e+18,6.90875477931522
36,173,70,311000,1.5673824e+18,8.00670084544037
35,186,74,238000,1.6250112e+18,6.90875477931522
34,183,82,311000,1.5619392e+18,7.60140233458373
39,178,110,420000,1.4681088e+18,7.60140233458373
35,191,82,333000,1.4037408e+18,7.60140233458373
37,180,74,288000,1.5000768e+18,6.90875477931522
34,195,88,210000,1.5619392e+18,8.00670084544037
34,182,82,334000,1.6257024e+18,7.60140233458373
34,170,68,569000,1.6003872e+18,7.60140233458373
25,191,90,1500000,1.6311456e+18,6.21660610108486
29,172,71,1500000,1.6305408e+18,6.21660610108486
35,181,80,350000,1.600992e+18,7.60140233458373
36,192,88,1e+05,1.5821568e+18,6.74641212857337
35,184,81,238000,1.5278112e+18,6.85751406254539
35,183,73,375000,1.6030656e+18,6.90875477931522
29,182,70,1100000,1.5972768e+18,8.29429960885724
36,181,79,175000,1.591056e+18,7.60140233458373
33,176,67,788000,1.4357088e+18,8.00670084544037
38,183,83,196000,1.4988672e+18,8.00670084544037
34,185,75,438000,1.6291584e+18,8.29429960885724
38,167,75,506000,1.3415328e+18,6.21660610108486
32,182,75,625000,1.4526432e+18,6.90875477931522
34,170,75,363000,1.618272e+18,7.60140233458373
34,183,82,569000,1.4370048e+18,7.60140233458373
32,176,75,719000,1.6079904e+18,8.00670084544037
35,183,84,645000,1.6136928e+18,6.21660610108486
33,193,89,613000,1.5965856e+18,7.60140233458373
32,185,79,1e+06,1.4030496e+18,7.60140233458373
33,170,67,656000,1.1255328e+18,7.60140233458373
34,188,83,288000,1.5342048e+18,6.90875477931522
30,170,64,1e+06,1.5031008e+18,8.29429960885724
36,184,85,104000,1.4857344e+18,6.90875477931522
35,179,72,275000,1.6250112e+18,6.90875477931522
33,170,62,9e+05,1.549584e+18,8.29429960885724
33,180,70,581000,1.5641856e+18,7.60140233458373
37,179,70,311000,1.5156288e+18,6.90875477931522
31,170,67,919000,1.5035328e+18,8.00670084544037
36,188,91,120000,1.38672e+18,6.90875477931522
37,175,79,288000,1.4224032e+18,6.90875477931522
31,178,78,870000,1.5646176e+18,7.60140233458373
34,183,76,357000,1.579824e+18,8.29429960885724
32,171,71,831000,1.5965856e+18,8.00670084544037
35,188,86,116000,1.4988672e+18,6.21660610108486
37,182,80,287000,1.5679872e+18,6.90875477931522
29,177,71,1100000,1.5630624e+18,7.60140233458373
35,193,89,270000,1.5570144e+18,6.21660610108486
33,194,92,506000,1.5941664e+18,6.21660610108486
32,196,80,834000,1.6267392e+18,7.60140233458373
30,193,75,1300000,1.5791328e+18,8.29429960885724
32,175,75,903000,1.5989184e+18,8.69968140098951
30,183,75,696000,1.5784416e+18,6.90875477931522
32,182,75,784000,1.6094592e+18,8.00670084544037
35,180,73,435000,1.3226112e+18,7.60140233458373
32,190,70,831000,1.631232e+18,7.60140233458373
35,192,91,108000,1.59624e+18,6.90875477931522
29,170,68,1e+06,1.5935616e+18,8.00670084544037
30,182,82,932000,1.5805152e+18,8.00670084544037
32,175,68,831000,1.4200704e+18,7.60140233458373
31,178,69,1e+06,1.5964992e+18,8.00670084544037
29,183,77,781000,1.6099776e+18,8.29429960885724
29,170,68,875000,1.4388192e+18,6.90875477931522
31,170,72,1100000,1.5973632e+18,8.00670084544037
32,180,74,834000,1.3726368e+18,8.29429960885724
34,192,90,311000,1.6272576e+18,6.21660610108486
31,175,70,919000,1.5968448e+18,8.5173931714189
33,173,71,656000,1.5041376e+18,7.60140233458373
29,185,84,875000,1.471392e+18,7.60140233458373
30,177,75,875000,1.547424e+18,7.60140233458373
32,178,66,8e+05,1.5014592e+18,8.00670084544037
30,175,73,1200000,1.6257888e+18,8.00670084544037
33,175,68,563000,1.6099776e+18,7.60140233458373
33,184,69,638000,1.5804288e+18,8.98732181285012
31,186,80,775000,1.4832288e+18,8.5173931714189
32,186,82,891000,1.6138656e+18,8.29429960885724
31,192,88,650000,1.5151104e+18,8.00670084544037
35,174,75,375000,1.579824e+18,6.90875477931522
31,191,87,625000,1.6250976e+18,6.80350525760834
30,172,69,1100000,1.4673312e+18,8.69968140098951
33,183,69,788000,1.2438144e+18,7.60140233458373
30,185,80,1200000,1.6250976e+18,8.69968140098951
34,195,88,483000,1.5621984e+18,8.00670084544037
35,187,89,168000,1.4832288e+18,6.21660610108486
34,180,76,334000,1.5070752e+18,7.60140233458373
30,183,76,1200000,1.6250976e+18,8.5173931714189
29,181,80,1200000,1.6250976e+18,8.00670084544037
30,188,87,1e+06,1.5976224e+18,8.29429960885724
35,173,72,344000,1.3569984e+18,6.85751406254539
30,183,79,1100000,1.5304032e+18,8.00670084544037
30,168,64,844000,1.5805152e+18,6.90875477931522
29,191,78,1100000,1.6250976e+18,8.29429960885724
30,175,60,875000,1.6300224e+18,7.60140233458373
30,177,82,1200000,1.6106688e+18,8.00670084544037
36,180,74,280000,1.4717376e+18,6.21660610108486
31,182,76,834000,1.5984e+18,6.90875477931522
31,181,88,1100000,1.6104096e+18,6.21660610108486
29,187,81,1600000,1.545696e+18,6.21660610108486
36,175,68,203000,1.617408e+18,6.90875477931522
29,193,83,1200000,1.5336864e+18,8.29429960885724
29,185,85,1300000,1.6257024e+18,7.60140233458373
31,188,78,9e+05,1.392768e+18,7.60140233458373
28,178,66,1300000,1.6250976e+18,8.69968140098951
30,174,73,1200000,1.6094592e+18,8.69968140098951
29,191,86,1300000,1.5627168e+18,8.5173931714189
28,176,70,1100000,1.6245792e+18,7.60140233458373
33,178,80,525000,1.5935616e+18,7.60140233458373
30,193,91,1e+06,1.5985728e+18,7.60140233458373
31,183,77,810000,1.627776e+18,6.68586094706836
35,185,77,310000,1.562112e+18,7.60140233458373
31,172,70,683000,1.5643584e+18,8.5173931714189
33,181,79,563000,1.485216e+18,7.60140233458373
28,183,69,1100000,1.5952032e+18,7.60140233458373
33,170,72,638000,1.6257888e+18,8.00670084544037
34,174,70,388000,1.531008e+18,7.60140233458373
31,184,76,776000,1.6250976e+18,7.60140233458373
30,192,85,719000,1.5633216e+18,7.60140233458373
29,206,102,1e+06,1.5619392e+18,8.00670084544037
29,181,77,1e+06,1.5157152e+18,8.29429960885724
31,187,74,875000,1.62216e+18,7.60140233458373
30,174,69,906000,1.5673824e+18,7.60140233458373
30,172,64,875000,1.5619392e+18,8.29429960885724
33,177,68,563000,1.5791328e+18,6.90875477931522
29,190,70,1500000,1.5317856e+18,6.21660610108486
29,188,82,979000,1.601856e+18,8.00670084544037
29,182,78,1200000,1.5947712e+18,8.00670084544037
30,184,77,870000,1.4673312e+18,6.62140565176413
32,182,82,831000,1.5627168e+18,7.60140233458373
28,189,89,979000,1.6302816e+18,8.00670084544037
35,183,87,333000,1.4404608e+18,7.60140233458373
31,186,72,6e+05,1.562544e+18,7.60140233458373
27,185,72,1300000,1.5304032e+18,8.00670084544037
30,180,72,1100000,1.5489792e+18,8.00670084544037
29,180,84,1100000,1.5120864e+18,6.90875477931522
29,182,72,1200000,1.6250976e+18,8.69968140098951
28,191,82,962000,1.6263936e+18,7.60140233458373
28,178,74,1300000,1.6102368e+18,8.29429960885724
28,187,72,1300000,1.6022016e+18,7.60140233458373
28,188,88,1200000,1.559088e+18,8.00670084544037
29,186,80,930000,1.4805504e+18,6.90875477931522
28,185,84,938000,1.6141248e+18,7.60140233458373
27,193,95,1300000,1.6250976e+18,8.69968140098951
29,183,73,9e+05,1.6118784e+18,7.60140233458373
27,180,74,1e+06,1.5490656e+18,7.60140233458373
28,186,80,961000,1.5646176e+18,6.90875477931522
28,183,82,928000,1.5469056e+18,6.90875477931522
29,191,78,979000,1.625616e+18,7.60140233458373
32,184,79,743000,1.6276032e+18,6.21660610108486
29,183,78,1100000,1.5619392e+18,7.60140233458373
26,174,68,1900000,1.6103232e+18,8.29429960885724
33,184,79,455000,1.38888e+18,8.00670084544037
30,181,79,1200000,1.5477696e+18,7.60140233458373
29,183,67,969000,1.6080768e+18,6.90875477931522
28,178,74,1300000,1.6250976e+18,8.00670084544037
29,185,77,1100000,1.6250976e+18,8.5173931714189
28,183,72,1100000,1.4673312e+18,7.60140233458373
32,194,84,438000,1.2941856e+18,6.90875477931522
26,165,64,1600000,1.5645312e+18,9.30574145673944
28,180,75,1200000,1.6250976e+18,8.00670084544037
28,178,72,1300000,1.6010784e+18,8.00670084544037
27,183,72,1400000,1.5960672e+18,8.29429960885724
29,175,72,1500000,1.3121568e+18,6.21660610108486
31,176,75,810000,1.598832e+18,6.21660610108486
28,185,88,1100000,1.5613344e+18,8.00670084544037
27,192,78,1300000,1.6261344e+18,9.10509096125708
30,183,79,863000,1.4041728e+18,8.8538082749772
29,169,60,945000,1.6268256e+18,6.85751406254539
28,180,70,979000,1.5834528e+18,7.60140233458373
30,175,65,1100000,1.5961536e+18,8.00670084544037
29,196,92,906000,1.6116192e+18,7.60140233458373
27,179,76,1400000,1.6250976e+18,8.00670084544037
31,188,86,725000,1.5688512e+18,8.29429960885724
27,187,80,1100000,1.597104e+18,8.00670084544037
31,179,76,840000,1.5990048e+18,7.60140233458373
31,184,78,725000,1.5970176e+18,6.90875477931522
28,181,75,1200000,1.6250976e+18,7.60140233458373
29,186,73,1300000,1.4673312e+18,8.8538082749772
35,187,94,473000,1.5778368e+18,6.21660610108486
27,180,73,875000,1.630368e+18,6.90875477931522
27,173,65,1100000,1.5304032e+18,8.5173931714189
26,191,82,1600000,1.59624e+18,8.00670084544037
30,176,74,870000,1.6012512e+18,8.00670084544037
28,186,74,1200000,1.5619392e+18,8.5173931714189
29,186,78,1300000,1.5971904e+18,8.00670084544037
28,190,67,861000,1.59192e+18,6.90875477931522
29,176,69,1100000,1.5971904e+18,8.29429960885724
27,179,68,1100000,1.6111008e+18,7.60140233458373
28,185,74,781000,1.5787872e+18,7.60140233458373
28,185,75,1200000,1.5619392e+18,8.00670084544037
29,186,80,810000,1.5304032e+18,7.60140233458373
28,178,69,1300000,1.5783552e+18,8.00670084544037
29,178,76,906000,1.6250976e+18,7.60140233458373
28,180,75,906000,1.6281216e+18,7.60140233458373
27,179,69,1600000,1.6250976e+18,8.29429960885724
27,186,79,1e+06,1.6257888e+18,8.29429960885724
28,185,82,1300000,1.6285536e+18,8.29429960885724
27,186,76,1400000,1.5797376e+18,8.29429960885724
32,178,70,776000,1.6104096e+18,8.00670084544037
26,180,70,1400000,1.562976e+18,8.00670084544037
28,175,70,1300000,1.56168e+18,7.60140233458373
29,173,68,1100000,1.6118784e+18,7.60140233458373
33,183,74,469000,1.4391648e+18,6.90875477931522
32,175,62,688000,1.6267392e+18,7.60140233458373
27,186,75,1500000,1.5619392e+18,8.00670084544037
30,176,75,1300000,1.5619392e+18,6.21660610108486
31,193,84,675000,1.5977088e+18,8.00670084544037
31,181,78,625000,1.6128288e+18,7.60140233458373
27,184,77,1100000,1.6030656e+18,8.29429960885724
31,180,75,960000,1.6276896e+18,7.60140233458373
27,191,85,1e+06,1.6250976e+18,7.60140233458373
28,181,70,979000,1.627344e+18,8.00670084544037
27,182,76,1500000,1.5810336e+18,7.60140233458373
29,175,70,945000,1.6307136e+18,7.60140233458373
27,184,77,1700000,1.601856e+18,7.60140233458373
28,185,80,1100000,1.5619392e+18,7.60140233458373
35,185,76,323000,1.6028928e+18,8.69968140098951
29,185,70,990000,1.5619392e+18,8.69968140098951
29,184,86,976000,1.6270848e+18,8.8538082749772
29,180,72,1e+06,1.6246656e+18,8.29429960885724
38,175,74,344000,1.606176e+18,6.21660610108486
33,168,68,619000,1.5619392e+18,8.8538082749772
32,166,68,825000,1.6019424e+18,8.5173931714189
32,178,74,875000,1.5995232e+18,8.00670084544037
27,193,83,1300000,1.5304032e+18,8.00670084544037
29,184,74,1100000,1.5947712e+18,8.5173931714189
27,189,86,1e+06,1.6270848e+18,7.60140233458373
27,174,69,994000,1.5792192e+18,7.60140233458373
27,181,83,1300000,1.6250976e+18,7.60140233458373
42,180,80,172000,1.6105824e+18,6.21660610108486
30,174,65,911000,1.5619392e+18,8.00670084544037
27,173,67,1e+06,1.629072e+18,8.00670084544037
29,182,76,1e+06,1.5977088e+18,8.00670084544037
30,185,71,978000,1.4200704e+18,9.10509096125708
30,191,81,641000,1.5809472e+18,6.90875477931522
25,185,79,1600000,1.5632352e+18,7.60140233458373
29,192,84,750000,1.5614208e+18,8.29429960885724
27,180,73,1300000,1.6098048e+18,8.00670084544037
26,180,72,1e+06,1.3280544e+18,6.90875477931522
25,186,73,961000,1.5619392e+18,8.00670084544037
25,180,68,1600000,1.5665184e+18,7.60140233458373
30,176,71,1200000,1.4989536e+18,8.98732181285012
26,172,76,1200000,1.5805152e+18,7.60140233458373
